# one hour of 5Hz jitter data
# from 24-hour data set generated 13apr2017 by tamz
# t,dq0,dq1,dq2,dq3
447.8,1.00000012704262,-5.62851093018069e-07,1.19238006638864e-06,2.50069518488438e-07
448,1.00000012704266,-4.88520225677518e-07,1.1060618536167e-06,5.09981697927042e-07
448.2,1.00000012704258,-4.05515561997805e-07,1.0304593846891e-06,8.11301562764211e-07
448.4,1.00000012704243,-3.20774000925686e-07,9.67150240324677e-07,1.06513841250516e-06
448.6,1.0000001270423,-2.11061227326989e-07,8.99374321846474e-07,1.25566740185462e-06
448.8,1.00000012704209,-8.05554458789201e-08,8.40713169074359e-07,1.46705397790353e-06
449,1.00000012704187,5.5576143959471e-08,7.91436944608953e-07,1.6359844094288e-06
449.2,1.00000012704167,1.73966995814165e-07,7.5281930162624e-07,1.76151811238229e-06
449.4,1.00000012704137,2.62030262628346e-07,7.51586871038101e-07,1.91182904916293e-06
449.6,1.00000012704117,3.26026870752297e-07,7.56309807437711e-07,2.00551566525292e-06
449.8,1.00000012704109,3.60184369693588e-07,7.5835767492094e-07,2.0360526724536e-06
450,1.00000012704099,3.88890097346994e-07,7.94677515080638e-07,2.06976313509716e-06
450.2,1.00000012704101,4.23817418103954e-07,8.25232799706033e-07,2.0378264159876e-06
450.4,1.00000012704113,4.47333315625742e-07,8.44591851081877e-07,1.96393718950028e-06
450.6,1.00000012704116,4.83579693321898e-07,8.8517906060917e-07,1.92118406871361e-06
450.8,1.00000012704127,5.43582993866275e-07,9.00107310249088e-07,1.84426853531983e-06
451,1.00000012704144,5.89021114242791e-07,8.95048970106505e-07,1.73250483817555e-06
451.2,1.00000012704154,6.38649574893728e-07,9.1771064646487e-07,1.64401463417785e-06
451.4,1.0000001270417,7.12712801489643e-07,9.06376606338299e-07,1.51967452630825e-06
451.6,1.00000012704193,7.57921834926636e-07,8.71867242527302e-07,1.36073486403654e-06
451.8,1.00000012704206,8.23851365210591e-07,8.63102813348365e-07,1.22614787802233e-06
452,1.00000012704219,9.24508742828484e-07,8.09929709119639e-07,1.07112146158911e-06
452.2,1.00000012704234,9.91220591825721e-07,7.34520892480689e-07,9.19115593425723e-07
452.4,1.00000012704236,1.07516940454216e-06,6.94989364450477e-07,8.18348773426458e-07
452.6,1.00000012704236,1.19711897754275e-06,6.17579729786377e-07,7.14160952798581e-07
452.8,1.00000012704237,1.27021492723426e-06,5.34129177401366e-07,6.29899337113715e-07
453,1.00000012704231,1.34898357011422e-06,4.93632874128819e-07,5.98443391890136e-07
453.2,1.00000012704224,1.4472520939628e-06,4.00368524944295e-07,5.4197064695144e-07
453.4,1.00000012704227,1.47521522307625e-06,3.01251521388213e-07,4.71703698982917e-07
453.6,1.00000012704224,1.52013491593137e-06,2.54056399761476e-07,4.33742359917666e-07
453.8,1.00000012704216,1.59155605403919e-06,1.56969008187346e-07,3.88399529122063e-07
454,1.0000001270422,1.5817573080874e-06,6.44914954599229e-08,3.6419542472077e-07
454.2,1.0000001270422,1.57556843774671e-06,4.3894716361681e-08,3.90961154658753e-07
454.4,1.0000001270422,1.5725846550926e-06,-2.17814719073728e-08,4.13994894497838e-07
454.6,1.00000012704233,1.47509919352397e-06,-8.51002622467845e-08,4.41738517487078e-07
454.8,1.00000012704242,1.39667983840939e-06,-9.90131294731356e-08,4.93934448092537e-07
455,1.00000012704246,1.34100905580577e-06,-1.87436327937773e-07,5.27774625155852e-07
455.2,1.00000012704261,1.19161476219709e-06,-2.77649334214786e-07,5.6492942767522e-07
455.4,1.00000012704269,1.07687979816404e-06,-3.12062080405628e-07,6.29412106246952e-07
455.6,1.00000012704271,9.92154998163616e-07,-4.13555976633978e-07,6.85120953629326e-07
455.8,1.00000012704278,8.25031449516907e-07,-4.96082226603134e-07,7.37609193862676e-07
456,1.00000012704281,7.13854374065695e-07,-5.14122013951096e-07,7.97838477895052e-07
456.2,1.00000012704279,6.4150783331534e-07,-5.93529716080149e-07,8.34133425095529e-07
456.4,1.00000012704283,5.03474667047643e-07,-6.42199018647399e-07,8.40824202943957e-07
456.6,1.00000012704288,4.42631147659113e-07,-6.32769213314982e-07,8.26078691402998e-07
456.8,1.00000012704288,4.18348872792927e-07,-7.05093326131695e-07,7.78756341253406e-07
457,1.00000012704294,3.08673554499581e-07,-7.52800643755852e-07,7.02464468947672e-07
457.2,1.00000012704302,2.69067116954146e-07,-7.42879153591697e-07,6.04651694560698e-07
457.4,1.00000012704305,2.50821307865717e-07,-8.10168194764066e-07,4.74927950959436e-07
457.6,1.00000012704311,1.41929478693174e-07,-8.37696455317088e-07,3.06997237409234e-07
457.8,1.00000012704318,1.25520613904542e-07,-8.07765451794201e-07,1.17328443481612e-07
458,1.00000012704314,1.58421885687078e-07,-8.56917568892862e-07,-8.63287246480327e-08
458.2,1.00000012704309,1.26709561767448e-07,-8.62147306445599e-07,-2.97408489703666e-07
458.4,1.00000012704303,2.09189273293366e-07,-8.24805725146288e-07,-5.01404776170888e-07
458.6,1.00000012704284,3.27409093397665e-07,-8.84542973294405e-07,-6.89637157318124e-07
458.8,1.00000012704266,3.68634146372289e-07,-9.04832536195721e-07,-8.77549923436471e-07
459,1.00000012704243,5.13467493194059e-07,-8.82045376019575e-07,-1.06359583301741e-06
459.2,1.00000012704207,6.76251684877602e-07,-9.47811521576775e-07,-1.24201204937391e-06
459.4,1.00000012704176,7.55914791535778e-07,-9.68774898746361e-07,-1.4187715096925e-06
459.6,1.00000012704136,9.56068223817962e-07,-9.56143084360206e-07,-1.57723914491481e-06
459.8,1.00000012704084,1.17635904778833e-06,-1.04709538013142e-06,-1.69731508983112e-06
460,1.00000012704043,1.31931875532471e-06,-1.09135235611471e-06,-1.79936474940107e-06
460.2,1.00000012703989,1.56972236906635e-06,-1.10782023260425e-06,-1.88750004490035e-06
460.4,1.00000012703929,1.79732615207279e-06,-1.21540198148168e-06,-1.93890975869193e-06
460.6,1.00000012703891,1.90732717236103e-06,-1.25699581845704e-06,-1.99958880625628e-06
460.8,1.00000012703841,2.09621692844487e-06,-1.26328264558537e-06,-2.05814913496749e-06
461,1.00000012703788,2.24998344988681e-06,-1.34999484941237e-06,-2.09669545291058e-06
461.2,1.00000012703755,2.30590504555865e-06,-1.37022714964685e-06,-2.17970610179308e-06
461.4,1.00000012703693,2.46844302486185e-06,-1.35824925164701e-06,-2.29000469673807e-06
461.6,1.00000012703623,2.62224550558274e-06,-1.43188485424162e-06,-2.37905285124795e-06
461.8,1.00000012703577,2.71010160546661e-06,-1.4353740419755e-06,-2.46826732222538e-06
462,1.00000012703509,2.90033849370541e-06,-1.42325612094082e-06,-2.53237601619688e-06
462.2,1.00000012703458,3.0322080429579e-06,-1.48190553528674e-06,-2.54667732863673e-06
462.4,1.00000012703448,3.06382043755837e-06,-1.44405427115676e-06,-2.57058469915056e-06
462.6,1.00000012703416,3.17836462704942e-06,-1.3733251065691e-06,-2.59261632731128e-06
462.8,1.00000012703395,3.24480418948964e-06,-1.36284124488753e-06,-2.59848257069817e-06
463,1.00000012703396,3.24496856829014e-06,-1.27326151623183e-06,-2.63769884908949e-06
463.2,1.0000001270336,3.36543484545995e-06,-1.18117530720566e-06,-2.66925773800136e-06
463.4,1.00000012703331,3.45901595388831e-06,-1.16906962781271e-06,-2.66081885898911e-06
463.6,1.00000012703326,3.49027881155206e-06,-1.09436396711696e-06,-2.67289382246266e-06
463.8,1.00000012703287,3.6230739013602e-06,-1.02509390471905e-06,-2.66958810323653e-06
464,1.00000012703272,3.69215885688123e-06,-1.0220432260441e-06,-2.62965082446776e-06
464.2,1.0000001270328,3.68325042131041e-06,-9.3629278648602e-07,-2.64511000833828e-06
464.4,1.00000012703245,3.76641473352844e-06,-8.4874893305914e-07,-2.68913338020982e-06
464.6,1.00000012703221,3.80210729704171e-06,-8.28511780157776e-07,-2.73519781694015e-06
464.8,1.00000012703193,3.80891982390379e-06,-7.45835302636e-07,-2.8486133228714e-06
465,1.0000001270311,3.94253801127339e-06,-6.89191386148147e-07,-2.96956305993051e-06
465.2,1.00000012703048,4.0363629239034e-06,-6.98106080363609e-07,-3.04827248825967e-06
465.4,1.0000001270299,4.10087836143561e-06,-6.3924742676677e-07,-3.16267680761789e-06
465.6,1.0000001270289,4.26587216969219e-06,-5.96813833613624e-07,-3.26938775160185e-06
465.8,1.00000012702818,4.36582723174241e-06,-6.02127132164759e-07,-3.35509288210828e-06
466,1.00000012702747,4.42995880705482e-06,-5.34229277284609e-07,-3.49162603950626e-06
466.2,1.0000001270262,4.60663455290403e-06,-4.86071038703628e-07,-3.62982581880722e-06
466.4,1.00000012702517,4.73776853724631e-06,-4.92346622207873e-07,-3.74209507343626e-06
466.6,1.00000012702404,4.84532204258429e-06,-4.51664454805684e-07,-3.90857054795996e-06
466.8,1.00000012702256,5.03684088050231e-06,-4.48934219812736e-07,-4.04345847748039e-06
467,1.00000012702175,5.14055155521106e-06,-4.9470422687839e-07,-4.10812571374763e-06
467.2,1.00000012702122,5.18190929784963e-06,-4.85207741485194e-07,-4.18415619334034e-06
467.4,1.00000012702064,5.26125504330798e-06,-5.03832081201472e-07,-4.22215480209293e-06
467.6,1.00000012702068,5.24650165404251e-06,-5.48607148303376e-07,-4.22474122614008e-06
467.8,1.00000012702068,5.19961080594922e-06,-5.29847382552129e-07,-4.28487778379727e-06
468,1.00000012702036,5.22405462456341e-06,-5.33876258271282e-07,-4.32882562308862e-06
468.2,1.00000012702045,5.20300810505185e-06,-5.65496217283523e-07,-4.330129015441e-06
468.4,1.00000012702037,5.18858593216796e-06,-5.4955862172773e-07,-4.36640364640667e-06
468.6,1.00000012702006,5.25364590194064e-06,-5.63594735263073e-07,-4.35972947544078e-06
468.8,1.0000001270203,5.25432137739833e-06,-5.9676496880906e-07,-4.29799973995088e-06
469,1.00000012702045,5.24709848527191e-06,-5.75972152448007e-07,-4.27408793208378e-06
469.2,1.00000012702047,5.28462042282633e-06,-5.73721023716667e-07,-4.22326370606851e-06
469.4,1.00000012702088,5.25568180723222e-06,-5.79355470854692e-07,-4.16163463123204e-06
469.6,1.00000012702103,5.22264623370461e-06,-5.3419951652478e-07,-4.17384572980878e-06
469.8,1.00000012702098,5.2437780871618e-06,-5.0928483731616e-07,-4.16184216909393e-06
470,1.00000012702125,5.21872765388634e-06,-4.92874984468067e-07,-4.13020783577439e-06
470.2,1.00000012702132,5.19669944535305e-06,-4.4444699062729e-07,-4.14695824847017e-06
470.4,1.00000012702142,5.20527507163332e-06,-4.151713833625e-07,-4.11574522080765e-06
470.6,1.00000012702201,5.15148803621832e-06,-3.87387505622339e-07,-4.04006769622739e-06
470.8,1.0000001270225,5.09313510648271e-06,-3.33020006432205e-07,-3.9992294943933e-06
471,1.00000012702306,5.04808518297234e-06,-2.91555679422101e-07,-3.91785078443507e-06
471.2,1.00000012702394,4.94832792190432e-06,-2.46538446088684e-07,-3.82359814794786e-06
471.4,1.00000012702456,4.8523311162417e-06,-1.82714856997862e-07,-3.7873523775836e-06
471.6,1.00000012702516,4.78949769747335e-06,-1.33559304307113e-07,-3.71066266734166e-06
471.8,1.00000012702595,4.70473721776547e-06,-8.50254030168585e-08,-3.6040326850742e-06
472,1.00000012702657,4.63489921749462e-06,-3.64608462657956e-08,-3.52420740366149e-06
472.2,1.00000012702734,4.57584209457868e-06,2.37630218627438e-09,-3.37818981752114e-06
472.4,1.0000001270284,4.47270549077793e-06,4.95711727013792e-08,-3.19889217988839e-06
472.6,1.00000012702937,4.35131710827853e-06,1.05145804032286e-07,-3.05887759817491e-06
472.8,1.00000012703045,4.22233972492952e-06,1.61860035988864e-07,-2.87926601024585e-06
473,1.00000012703159,4.06805953591816e-06,2.25106379671963e-07,-2.69496109568668e-06
473.2,1.00000012703256,3.90949684573455e-06,2.77895781709142e-07,-2.56038109449491e-06
473.4,1.00000012703357,3.75997272850787e-06,3.3042791812779e-07,-2.37688908520661e-06
473.6,1.00000012703458,3.60797352061317e-06,3.88032677760275e-07,-2.16807814615999e-06
473.8,1.00000012703545,3.46166985670717e-06,4.36429953065698e-07,-1.98944533256334e-06
474,1.00000012703635,3.3141404122989e-06,4.9764740416014e-07,-1.76129206037184e-06
474.2,1.00000012703716,3.17075566678027e-06,5.74143008226502e-07,-1.52549824879167e-06
474.4,1.00000012703783,3.02980421799416e-06,6.45556082094073e-07,-1.33675539278066e-06
474.6,1.00000012703845,2.88740487878244e-06,7.35127018793025e-07,-1.1219016517669e-06
474.8,1.00000012703892,2.7708169287842e-06,8.16883069156699e-07,-9.1943911385145e-07
475,1.00000012703926,2.67852980824403e-06,8.68749196844543e-07,-7.62224288144986e-07
475.2,1.00000012703951,2.60707250761012e-06,9.40504644424828e-07,-5.7494902443167e-07
475.4,1.00000012703961,2.57689042361051e-06,1.01285135206339e-06,-3.94064105603553e-07
475.6,1.00000012703968,2.5490932729624e-06,1.06051797224213e-06,-2.53242932991837e-07
475.8,1.00000012703968,2.52635256699305e-06,1.13838386592638e-06,-7.37444635148798e-08
476,1.00000012703955,2.54094324468775e-06,1.21486837172807e-06,9.00456008853801e-08
476.2,1.00000012703946,2.54721446109416e-06,1.26060839918118e-06,1.9936338389176e-07
476.4,1.00000012703932,2.54804412515817e-06,1.34112173860029e-06,3.29586782601976e-07
476.6,1.00000012703908,2.58647690797552e-06,1.41512581870729e-06,4.36265465093844e-07
476.8,1.00000012703895,2.60715812308056e-06,1.44800512288587e-06,4.96458344705075e-07
477,1.00000012703878,2.61383155533701e-06,1.51583162699351e-06,5.88234354850781e-07
477.2,1.00000012703852,2.66081665041551e-06,1.56600929621456e-06,6.88978858069678e-07
477.4,1.00000012703841,2.67245219702939e-06,1.57378706573674e-06,7.7939228754903e-07
477.6,1.00000012703823,2.66588207873883e-06,1.62251917373152e-06,9.11885685447866e-07
477.8,1.000000127038,2.68876512540296e-06,1.64852402189178e-06,1.04280584979632e-06
478,1.000000127038,2.66007552243881e-06,1.62801180564678e-06,1.14386524188714e-06
478.2,1.00000012703794,2.61299821028779e-06,1.65147069349295e-06,1.26446668430313e-06
478.4,1.00000012703781,2.61393331120116e-06,1.64459088772967e-06,1.37314314158782e-06
478.6,1.00000012703791,2.55992472399796e-06,1.59274083603653e-06,1.46060053348579e-06
478.8,1.00000012703792,2.48340766670439e-06,1.58891008681175e-06,1.58145403764132e-06
479,1.00000012703787,2.44558473712787e-06,1.55406067143052e-06,1.70628112535626e-06
479.2,1.00000012703805,2.33105762597295e-06,1.47976456881665e-06,1.82300573545874e-06
479.4,1.00000012703808,2.19937740491682e-06,1.47264773149233e-06,1.9700311265497e-06
479.6,1.00000012703798,2.12572153841361e-06,1.4335509819427e-06,2.12039843692363e-06
479.8,1.00000012703806,1.98296096027336e-06,1.35716631346691e-06,2.2680466852526e-06
480,1.00000012703794,1.82994825645259e-06,1.35116067847066e-06,2.44576922301537e-06
480.2,1.0000001270377,1.74350209166362e-06,1.30932301055375e-06,2.62204742176864e-06
480.4,1.00000012703761,1.58140372133551e-06,1.24794176354498e-06,2.78672108585537e-06
480.6,1.00000012703733,1.42361083662734e-06,1.27987503132157e-06,2.9531902454652e-06
480.8,1.00000012703699,1.34530269922575e-06,1.28504299727605e-06,3.09891552326136e-06
481,1.00000012703681,1.20157611736404e-06,1.27293830138112e-06,3.21851390083089e-06
481.2,1.00000012703647,1.07948752767727e-06,1.34965302050344e-06,3.33217517323875e-06
481.4,1.00000012703615,1.05250997683385e-06,1.38352145187884e-06,3.42180590114788e-06
481.6,1.00000012703602,9.61134602782757e-07,1.39604424518464e-06,3.48143700862336e-06
481.8,1.00000012703581,8.8870688955394e-07,1.49203647279578e-06,3.52149214442876e-06
482,1.00000012703571,8.95991827644209e-07,1.52699171388979e-06,3.53221092368877e-06
482.2,1.00000012703587,8.21126692268463e-07,1.53341811801391e-06,3.50324724649603e-06
482.4,1.00000012703598,7.74060598333036e-07,1.62636634627733e-06,3.44100832874034e-06
482.6,1.00000012703615,8.16544395724518e-07,1.65116552230601e-06,3.36715679713495e-06
482.8,1.00000012703647,7.84126812942293e-07,1.64321276473894e-06,3.28447613237581e-06
483,1.00000012703663,7.98978097131704e-07,1.70200983783467e-06,3.20122750380181e-06
483.2,1.0000001270368,8.93599645618824e-07,1.68616053923196e-06,3.13080292383555e-06
483.4,1.00000012703704,8.76234468557766e-07,1.6557653344379e-06,3.07378576027556e-06
483.6,1.00000012703709,8.7356341885083e-07,1.71151805298739e-06,3.02754847932712e-06
483.8,1.00000012703715,9.19803188446575e-07,1.70176921767545e-06,2.99888893590117e-06
484,1.00000012703737,8.45707771175187e-07,1.68463846017541e-06,2.95738112253419e-06
484.2,1.00000012703749,8.06945552649964e-07,1.74492694659037e-06,2.8927218084715e-06
484.4,1.00000012703768,8.35275045003511e-07,1.72076437432098e-06,2.83009601016043e-06
484.6,1.000000127038,7.59744722952926e-07,1.68302099471523e-06,2.76090410647467e-06
484.8,1.00000012703816,7.40501419149199e-07,1.71819429085202e-06,2.68780123556522e-06
485,1.00000012703829,7.68545037462161e-07,1.68052955602446e-06,2.6523202832987e-06
485.2,1.00000012703847,6.64103083148834e-07,1.65196001178022e-06,2.63276073404067e-06
485.4,1.00000012703848,5.90212309066994e-07,1.70612276346321e-06,2.61008838498e-06
485.6,1.00000012703857,5.45438349422098e-07,1.68857895143856e-06,2.59745262311262e-06
485.8,1.00000012703876,3.79637697788676e-07,1.69000267891128e-06,2.55206757262399e-06
486,1.00000012703888,2.77159635426322e-07,1.76023914589402e-06,2.47162861730099e-06
486.2,1.00000012703909,2.3154511700086e-07,1.73507664998768e-06,2.40773763219432e-06
486.4,1.00000012703931,7.90445055642158e-08,1.71203923279156e-06,2.33966043221984e-06
486.6,1.00000012703944,-1.15583415269405e-08,1.74379892276325e-06,2.26272276137446e-06
486.8,1.00000012703964,-7.70276125669836e-08,1.68032732245776e-06,2.22176026213466e-06
487,1.00000012703979,-2.7974082968292e-07,1.63324075475729e-06,2.17158809092538e-06
487.2,1.00000012703988,-4.36227097320475e-07,1.64744328362554e-06,2.09012686559068e-06
487.4,1.00000012704007,-5.73086378199104e-07,1.57459183214304e-06,2.02024181922972e-06
487.6,1.00000012704018,-8.20878535332491e-07,1.52372045849475e-06,1.91751222591158e-06
487.8,1.00000012704032,-9.74787813605958e-07,1.51998163836278e-06,1.77048915953743e-06
488,1.00000012704058,-1.07755879593958e-06,1.41738981284528e-06,1.64427664710309e-06
488.2,1.0000001270407,-1.27173783785565e-06,1.33107193199533e-06,1.49969438321268e-06
488.4,1.00000012704085,-1.3862561584841e-06,1.28423846269474e-06,1.33226949025622e-06
488.6,1.00000012704101,-1.49737623290815e-06,1.15671732490996e-06,1.19724655766457e-06
488.8,1.00000012704091,-1.72830018043985e-06,1.07158416849662e-06,1.0386348645447e-06
489,1.00000012704082,-1.89459001857881e-06,1.04022944724669e-06,8.53010303024371e-07
489.2,1.00000012704076,-2.03623862616003e-06,9.41992538437686e-07,6.94400880706103e-07
489.4,1.00000012704044,-2.25824545278374e-06,8.9588791723702e-07,5.00445805573513e-07
489.6,1.00000012704027,-2.36951522466795e-06,8.96918136917418e-07,2.73190223276654e-07
489.8,1.00000012704019,-2.44200783389853e-06,8.26752822667698e-07,1.00292703843208e-07
490,1.00000012703983,-2.59224933936084e-06,8.04381557393402e-07,-6.64733900354597e-08
490.2,1.0000001270396,-2.66499751995237e-06,8.23685624897624e-07,-2.23087761687391e-07
490.4,1.00000012703935,-2.76171952995254e-06,7.80260236293157e-07,-3.1566811058148e-07
490.6,1.00000012703873,-2.95840045784999e-06,7.94428133131519e-07,-4.30884642334262e-07
490.8,1.00000012703824,-3.08435364209259e-06,8.43131094975524e-07,-5.7081377408813e-07
491,1.00000012703778,-3.21503381569069e-06,8.30023743295799e-07,-6.6899980372126e-07
491.2,1.00000012703705,-3.40005761009961e-06,8.59144163218445e-07,-8.0497327331619e-07
491.4,1.0000001270366,-3.48006302446861e-06,9.03110187126799e-07,-9.53266724876278e-07
491.6,1.00000012703625,-3.56481676758863e-06,8.84613114225663e-07,-1.02617791155474e-06
491.8,1.00000012703555,-3.7278573989559e-06,9.09325519556081e-07,-1.10274571615832e-06
492,1.00000012703508,-3.82180611704398e-06,9.48661124156036e-07,-1.17149672023559e-06
492.2,1.00000012703461,-3.93556043842922e-06,9.39373056531995e-07,-1.200636181517e-06
492.4,1.00000012703378,-4.10462293736445e-06,9.75597896191172e-07,-1.29644607588242e-06
492.6,1.00000012703329,-4.17048058719456e-06,1.01018876174502e-06,-1.42864290268718e-06
492.8,1.00000012703298,-4.21372210671414e-06,9.83461232454547e-07,-1.53488000837615e-06
493,1.00000012703249,-4.27198635085529e-06,9.79245638577098e-07,-1.68752497768654e-06
493.2,1.0000001270324,-4.23371561885082e-06,9.61946365393013e-07,-1.83990577475729e-06
493.4,1.00000012703245,-4.20093129479236e-06,8.91385997060096e-07,-1.924688299966e-06
493.6,1.00000012703219,-4.21612694938376e-06,8.55437056569014e-07,-2.03756559893215e-06
493.8,1.00000012703216,-4.17768454569721e-06,8.22806900134532e-07,-2.14338281999404e-06
494,1.00000012703213,-4.16211733258662e-06,7.69318505025596e-07,-2.20420086936846e-06
494.2,1.00000012703186,-4.16492390050826e-06,7.50627439833479e-07,-2.32690627503807e-06
494.4,1.00000012703189,-4.07884154305944e-06,7.2636120181449e-07,-2.46993386945893e-06
494.6,1.00000012703208,-3.96938490008266e-06,6.79678867944455e-07,-2.57897109025296e-06
494.8,1.00000012703216,-3.84960936360926e-06,6.64812045921004e-07,-2.72955427384203e-06
495,1.00000012703255,-3.64961552568478e-06,6.41256751018893e-07,-2.86341663264383e-06
495.2,1.00000012703305,-3.46099210616832e-06,5.89644054659055e-07,-2.93405209440822e-06
495.4,1.00000012703327,-3.30415549889065e-06,5.61431665577899e-07,-3.0448550473669e-06
495.6,1.0000001270335,-3.12791972328485e-06,5.42316786204117e-07,-3.15623269315363e-06
495.8,1.00000012703368,-2.99742790136736e-06,5.29440004531923e-07,-3.2273866322971e-06
496,1.00000012703349,-2.90529601910429e-06,5.50948944678248e-07,-3.36402799964303e-06
496.2,1.00000012703329,-2.79307271582128e-06,5.8209667782097e-07,-3.50828728373775e-06
496.4,1.0000001270332,-2.69963858227831e-06,6.19762816362474e-07,-3.60032753835005e-06
496.6,1.00000012703294,-2.62015758902695e-06,6.79265971664789e-07,-3.71782025940237e-06
496.8,1.00000012703285,-2.52450632598229e-06,7.37949265541826e-07,-3.79834216308189e-06
497,1.0000001270329,-2.4595099627463e-06,8.005854657267e-07,-3.81515325682813e-06
497.2,1.00000012703271,-2.4150360388598e-06,8.71160438665336e-07,-3.87741284085807e-06
497.4,1.00000012703253,-2.36443486264105e-06,9.41607355055968e-07,-3.93763948641768e-06
497.6,1.00000012703241,-2.33208275302477e-06,1.01872323354096e-06,-3.96669260979698e-06
497.8,1.00000012703211,-2.29779556897534e-06,1.08247575441797e-06,-4.04561829227962e-06
498,1.00000012703201,-2.23573106854398e-06,1.12868511014177e-06,-4.09238525442279e-06
498.2,1.00000012703222,-2.15515228240565e-06,1.16769534798042e-06,-4.07282528418207e-06
498.4,1.00000012703245,-2.06103637551483e-06,1.18181414827251e-06,-4.06106351150126e-06
498.6,1.00000012703293,-1.9717578105434e-06,1.18680434996535e-06,-3.98386199494671e-06
498.8,1.00000012703368,-1.89450587961566e-06,1.19568387641281e-06,-3.8296060289808e-06
499,1.00000012703434,-1.83874281388299e-06,1.187068246776e-06,-3.68420931794178e-06
499.2,1.00000012703508,-1.81019485578221e-06,1.18550291624761e-06,-3.49127261851934e-06
499.4,1.00000012703596,-1.78270344360944e-06,1.19848653799479e-06,-3.24190161671289e-06
499.6,1.00000012703676,-1.75851772044391e-06,1.18496986045713e-06,-3.00418200450264e-06
499.8,1.00000012703758,-1.75785048620817e-06,1.18242936561833e-06,-2.71948765843272e-06
500,1.00000012703843,-1.74393703131041e-06,1.19978921978708e-06,-2.38831807618939e-06
500.2,1.00000012703914,-1.72832749390645e-06,1.18906219719397e-06,-2.08752964939857e-06
500.4,1.00000012703974,-1.73769842105962e-06,1.19654432607225e-06,-1.7628742592507e-06
500.6,1.00000012704028,-1.73104465173157e-06,1.20959100753659e-06,-1.42105896934475e-06
500.8,1.0000001270407,-1.73294658070266e-06,1.16560721023784e-06,-1.1302181905995e-06
501,1.00000012704097,-1.76232904469664e-06,1.13665147349201e-06,-8.33665202051859e-07
501.2,1.0000001270412,-1.74977317458306e-06,1.12609747520212e-06,-5.49656226034312e-07
501.4,1.00000012704138,-1.7378255581478e-06,1.06531983531943e-06,-3.3625673814125e-07
501.6,1.00000012704142,-1.76966274022076e-06,1.02609362851239e-06,-1.23798521538265e-07
501.8,1.00000012704144,-1.76757912730748e-06,1.01040392735952e-06,9.33202899122687e-08
502,1.00000012704145,-1.77945020993393e-06,9.52990622606759e-07,2.65391746925858e-07
502.2,1.00000012704129,-1.83918534928888e-06,9.3480456219569e-07,4.40507098270482e-07
502.4,1.00000012704117,-1.85265192053675e-06,9.37343651245814e-07,6.20140446411233e-07
502.6,1.00000012704108,-1.88062892747792e-06,8.87035122257296e-07,7.50855648413984e-07
502.8,1.00000012704084,-1.95466232561035e-06,8.76056841368766e-07,8.76732258008051e-07
503,1.00000012704069,-1.97463879556947e-06,8.82547609389051e-07,9.94827337653936e-07
503.2,1.00000012704057,-2.01232545867132e-06,8.34659333492221e-07,1.07113975966744e-06
503.4,1.00000012704031,-2.09042318678743e-06,8.44640662456958e-07,1.15220636470043e-06
503.6,1.00000012704016,-2.10121746332861e-06,8.76262851209897e-07,1.23951636501335e-06
503.8,1.00000012704004,-2.1357029782957e-06,8.53238521943828e-07,1.29165012902055e-06
504,1.00000012703978,-2.2048327426652e-06,8.91568887762678e-07,1.35299233989389e-06
504.2,1.00000012703968,-2.18338428410823e-06,9.4787417613193e-07,1.42066940148761e-06
504.4,1.00000012703964,-2.1693688092659e-06,9.45370241145493e-07,1.46975722481457e-06
504.6,1.00000012703945,-2.18572063672828e-06,1.00693632168816e-06,1.53364697696307e-06
504.8,1.00000012703938,-2.11712398873881e-06,1.08399488145394e-06,1.61672636409677e-06
505,1.00000012703933,-2.07177393322152e-06,1.10642205654668e-06,1.69062609214204e-06
505.2,1.00000012703909,-2.07044102594131e-06,1.20043574057538e-06,1.77159631583462e-06
505.4,1.000000127039,-1.98773734354143e-06,1.30338794069804e-06,1.84197170855632e-06
505.6,1.00000012703895,-1.94024809276223e-06,1.34273176949709e-06,1.89211039293424e-06
505.8,1.00000012703871,-1.92892932324249e-06,1.45104056402043e-06,1.94510272378406e-06
506,1.00000012703866,-1.81836323271192e-06,1.55209457330246e-06,2.00205622324923e-06
506.2,1.00000012703863,-1.7500682277195e-06,1.58196496327645e-06,2.05387466900575e-06
506.4,1.00000012703834,-1.73494366947739e-06,1.68493662562261e-06,2.12134240757528e-06
506.6,1.00000012703819,-1.65108950229802e-06,1.76741783339263e-06,2.19131644779713e-06
506.8,1.0000001270381,-1.64187082087909e-06,1.77021144515815e-06,2.23609985800649e-06
507,1.00000012703787,-1.68600316042666e-06,1.83978736856619e-06,2.25377992314757e-06
507.2,1.00000012703788,-1.63804060815918e-06,1.8796804999513e-06,2.24880952867657e-06
507.4,1.000000127038,-1.6464810582012e-06,1.83422901248176e-06,2.22776936594643e-06
507.6,1.00000012703799,-1.68911961927285e-06,1.84985523320191e-06,2.18768094450289e-06
507.8,1.0000001270382,-1.63413241684261e-06,1.82872108486776e-06,2.15031737005322e-06
508,1.00000012703844,-1.64950766153374e-06,1.73237202664295e-06,2.10776590942041e-06
508.2,1.0000001270385,-1.69611180669826e-06,1.71129550179464e-06,2.05820902867554e-06
508.4,1.00000012703874,-1.6498579332681e-06,1.65636151103557e-06,2.02150343577706e-06
