# TESS ephemerides
#
# source: examples/ephem/tess.tm
# start:
#  UTC: 2018-04-20T20:00:00
#   ET: 577526469.186
# end:
#  UTC: 2018-06-30T00:00:00
#   ET: 583588869.184
# increment: 3600.0s
#
# time is TESS epoch in seconds
# positions are relative to the solar system barycenter, in km
# velocities in km/s
#
# time, x, y, z, vx, vy, vz
499.494843504,-114474642.555,-88563979.9448,-38411962.5847,18.3598446564,-21.7054677744,-9.31908151372
499.509265895,-114408525.627,-88642132.5214,-38445516.4655,18.3717771105,-21.7127168873,-9.32200410876
499.52389996,-114342365.797,-88720312.1497,-38479081.317,18.3836789958,-21.7205021509,-9.32517899128
499.538751061,-114276163.174,-88798520.8223,-38512658.0774,18.3955509081,-21.7288587516,-9.32862322217
499.553824884,-114209917.865,-88876760.6643,-38546247.7497,18.4073937047,-21.7378251353,-9.33235549912
499.569127471,-114143629.973,-88955033.9454,-38579851.4073,18.4192085572,-21.747443415,-9.33639636729
499.58466525,-114077299.595,-89033343.0945,-38613470.201,18.4309970181,-21.7577598434,-9.34076846439
499.600445074,-114010926.824,-89111690.715,-38647105.3676,18.4427610984,-21.7688253662,-9.34549680781
499.616474257,-113944511.742,-89190079.6033,-38680758.2386,18.4545033651,-21.7806962672,-9.3506091312
499.632760626,-113878054.422,-89268512.7691,-38714430.251,18.4662270615,-21.7934349244,-9.35613628092
499.649312572,-113811554.924,-89346993.459,-38748122.9588,18.4779362546,-21.8071107067,-9.36211268698
499.666139106,-113745013.292,-89425525.1833,-38781838.0475,18.4896360191,-21.8218010367,-9.36857692452
499.683249933,-113678429.549,-89504111.7476,-38815577.3499,18.501332669,-21.8375926591,-9.37557238635
499.700655528,-113611803.691,-89582757.2886,-38849342.8648,18.5130340469,-21.8545831666,-9.38314809587
499.718367228,-113545135.686,-89661466.3168,-38883136.779,18.5247498926,-21.8728828456,-9.39135969499
499.73639734,-113478425.46,-89740243.7657,-38916961.4934,18.5364923144,-21.8926169221,-9.40027065262
499.754759263,-113411672.892,-89819095.0506,-38950819.6538,18.5482763944,-21.9139283229,-9.40995375768
499.773467634,-113344877.798,-89898026.1382,-38984714.1873,18.560120976,-21.93698109,-9.4204929763
499.792538505,-113278039.92,-89977043.6301,-39018648.3469,18.5720496983,-21.9619646443,-9.43198578489
499.811989544,-113211158.904,-90056154.8633,-39052625.7652,18.584092365,-21.9890991653,-9.44454613144
499.831840287,-113144234.273,-90135368.0328,-39086650.5201,18.5962867818,-22.0186424475,-9.45830823562
499.852112435,-113077265.399,-90214692.3422,-39120727.2166,18.6086812547,-22.0508987342,-9.47343152084
499.872830222,-113010251.454,-90294138.1911,-39154861.0882,18.6213380266,-22.0862302664,-9.49010710989
499.894020869,-112943191.355,-90373717.4094,-39189058.1263,18.6343380925,-22.1250725712,-9.5085664967
499.915715145,-112876083.682,-90453443.5569,-39223325.2452,18.6477880557,-22.1679550362,-9.52909332124
499.937948083,-112808926.572,-90533332.3092,-39257670.498,18.6618300852,-22.2155290928,-9.5520396555
499.960759891,-112741717.566,-90613401.9631,-39292103.3614,18.6766567095,-22.26860758,-9.5778489955
499.984197139,-112674453.388,-90693674.1138,-39326635.1213,18.6925333562,-22.3282209854,-9.60708950029
500.008314321,-112607129.624,-90774174.5762,-39361279.4041,18.7098337142,-22.3956998964,-9.64050336287
500.033175963,-112539740.24,-90854934.6737,-39396052.9294,18.7290971403,-22.4727995202,-9.67908248095
500.058859518,-112472276.823,-90935993.0906,-39430976.6084,18.7511256664,-22.5618943945,-9.72418878758
500.085459431,-112404727.362,-91017398.6238,-39466077.2041,18.7771559754,-22.6662956881,-9.7777541916
500.113093006,-112337074.158,-91099214.442,-39501389.9521,18.8091826471,-22.7907946046,-9.84263094845
500.141909107,-112269290.07,-91181525.0075,-39536962.9251,18.8506115605,-22.94265159,-9.923247472
500.172101335,-112201331.185,-91264448.0512,-39572864.8103,18.9077099321,-23.1335408455,-10.026943369
500.203928121,-112133121.023,-91348157.0236,-39609200.0613,18.9932512897,-23.3837728034,-10.1670059344
500.237740632,-112064511.275,-91432928.0106,-39646142.2941,19.1374418269,-23.7327740117,-10.3707273782
500.273993188,-111995160.609,-91519253.9295,-39684022.6744,19.4309203007,-24.2703673344,-10.7063322693
500.312858655,-111923984.962,-91608187.7413,-39723646.9637,20.3028258864,-25.2515655321,-11.4151272825
500.339735,-111843009.3,-91701049.2016,-39767858.2146,27.4521399249,-24.475067231,-13.0184616536
500.268874605,-111746947.441,-91767839.7118,-39803700.111,24.2412890166,-16.8933041334,-8.48103553684
500.21289793,-111663345.391,-91829233.9111,-39833490.297,22.5255936863,-17.2402861911,-8.17017407428
500.168999479,-111583643.847,-91891887.3358,-39862794.9189,21.8313670161,-17.5503547039,-8.12372347761
500.131861584,-111505807.129,-91955495.1913,-39892029.7792,21.4425093004,-17.7761050434,-8.1210983614
500.099222299,-111429098.345,-92019810.2799,-39921279.6248,21.1893668267,-17.9472509155,-8.12972034222
500.069877508,-111353156.506,-92084672.4505,-39950567.2108,21.0098483779,-18.0823635357,-8.14136463621
500.043094607,-111277773.869,-92149973.3823,-39979897.8738,20.8753767903,-18.1924145382,-8.1534107519
500.018387365,-111202818.173,-92215636.022,-40009271.1279,20.770784261,-18.2842125266,-8.16494122045
499.995412745,-111128199.145,-92281603.208,-40038684.4493,20.68719317,-18.3622115,-8.17564438877
499.973917535,-111053851.95,-92347831.079,-40068134.6798,20.61902266,-18.4294604406,-8.18544398476
499.953708193,-110979728.168,-92414285.0467,-40097618.5823,20.5625675946,-18.4881268752,-8.1943582301
499.934632627,-110905790.514,-92480937.217,-40127133.062,20.5152598558,-18.5398009275,-8.20244192479
499.916568597,-110832009.551,-92547764.6707,-40156675.2472,20.4752562276,-18.585680341,-8.20976153328
499.899416004,-110758361.551,-92614748.2769,-40186242.509,20.4411950768,-18.6266877471,-8.21638433217
499.883091573,-110684827.061,-92681871.8512,-40215832.4547,20.412045849,-18.6635476415,-8.22237383133
499.867525095,-110611389.889,-92749121.5414,-40245442.9105,20.3870122816,-18.6968384851,-8.22778807767
499.852656679,-110538036.39,-92816485.3711,-40275071.9014,20.3654680755,-18.7270289014,-8.23267928166
499.838434721,-110464754.936,-92883952.893,-40304717.6298,20.3469129026,-18.7545034268,-8.23709404076
499.824814355,-110391535.52,-92951514.9217,-40334378.4567,20.3309415707,-18.779581207,-8.24107380662
499.811756269,-110318369.457,-93019163.3243,-40364052.8836,20.3172219372,-18.802529818,-8.2446554265
499.799225769,-110245249.152,-93086890.8544,-40393739.5375,20.3054787834,-18.8235756522,-8.24787167997
499.787192046,-110172167.916,-93154691.0185,-40423437.1565,20.2954818337,-18.8429118451,-8.25075177919
499.775627584,-110099119.822,-93222557.9682,-40453144.5783,20.2870367239,-18.8607043941,-8.25332181414
499.764507679,-110026099.588,-93290486.4109,-40482860.7296,20.279978091,-18.8770969481,-8.25560514605
499.753810049,-109953102.486,-93358471.537,-40512584.6166,20.2741642235,-18.8922145961,-8.25762274995
499.743514511,-109880124.26,-93426508.9581,-40542315.3172,20.2694728711,-18.9061668897,-8.25939350999
499.733602707,-109807161.063,-93494594.6563,-40572051.9742,20.2657979282,-18.9190502823,-8.26093447533
499.724057882,-109734209.406,-93562724.9402,-40601793.7883,20.2630467826,-18.930950113,-8.26226108124
499.714864692,-109661266.115,-93630896.4082,-40631540.0136,20.2611381798,-18.9419422292,-8.2633873388
499.706009042,-109588328.287,-93699105.9166,-40661289.9521,20.2600004856,-18.9520943279,-8.26432599979
499.697477945,-109515393.263,-93767350.5524,-40691042.9497,20.2595702634,-18.9614670719,-8.26508869978
499.689259407,-109442458.6,-93835627.6099,-40720798.3924,20.2597911011,-18.9701150205,-8.26568608166
499.681342318,-109369522.046,-93903934.5701,-40750555.7028,20.2606126374,-18.9780874127,-8.26612790271
499.67371637,-109296581.522,-93972269.0823,-40780314.3374,20.2619897471,-18.9854288331,-8.26642313
499.666371971,-109223635.102,-94040628.9492,-40810073.7834,20.2638818587,-18.9921797738,-8.2665800214
499.659300182,-109150680.999,-94109012.1125,-40839833.5567,20.266252376,-18.9983771164,-8.26660619801
499.652492658,-109077717.551,-94177416.6407,-40869593.1996,20.2690681882,-19.0040545474,-8.26650870801
499.645941588,-109004743.21,-94245840.7184,-40899352.2788,20.2722992516,-19.0092429137,-8.26629408225
499.639639655,-108931756.531,-94314282.6368,-40929110.3837,20.2759182318,-19.0139705304,-8.26596838307
499.633579993,-108858756.163,-94382740.7847,-40958867.1247,20.2799001943,-19.0182634518,-8.26553724937
499.627756146,-108785740.841,-94451213.641,-40988622.1317,20.2842223389,-19.0221457029,-8.26500593433
499.622162039,-108712709.379,-94519699.7677,-41018375.0531,20.2888637684,-19.0256394854,-8.26437934045
499.616791945,-108639660.662,-94588197.8038,-41048125.5542,20.2938052874,-19.0287653582,-8.26366205075
499.611640461,-108566593.642,-94656706.4597,-41077873.3162,20.2990292263,-19.0315423954,-8.26285835622
499.606702484,-108493507.333,-94725224.5118,-41107618.0355,20.3045192881,-19.0339883254,-8.26197228016
499.601973184,-108420400.802,-94793750.7982,-41137359.4223,20.3102604121,-19.0361196572,-8.26100760129
499.597447991,-108347273.173,-94862284.2143,-41167097.2002,20.316238655,-19.0379517892,-8.25996787337
499.593122573,-108274123.615,-94930823.7093,-41196831.1049,20.3224410855,-19.0394991077,-8.25885644305
499.588992822,-108200951.343,-94999368.2823,-41226560.8843,20.3288556901,-19.0407750757,-8.25767646695
499.585054836,-108127755.613,-95067916.9794,-41256286.2968,20.3354712905,-19.0417923104,-8.25643092573
499.58130491,-108054535.721,-95136468.8907,-41286007.1117,20.3422774694,-19.0425626539,-8.25512263782
499.577739518,-107981290.998,-95205023.1476,-41315723.1077,20.3492645037,-19.0430972376,-8.25375427181
499.574355306,-107908020.81,-95273578.9205,-41345434.0734,20.3564233057,-19.043406539,-8.25232835759
499.571149082,-107834724.554,-95342135.4162,-41375139.8057,20.36374537,-19.0435004323,-8.2508472958
499.568117802,-107761401.657,-95410691.8763,-41404840.1105,20.3712227253,-19.0433882371,-8.24931336802
499.565258565,-107688051.573,-95479247.5748,-41434534.8012,20.378847891,-19.04307876,-8.24772874503
499.562568604,-107614673.783,-95547801.8167,-41464223.6991,20.3866138391,-19.042580332,-8.24609549382
499.560045276,-107541267.793,-95616353.936,-41493906.6327,20.3945139582,-19.0419008461,-8.24441558597
499.557686061,-107467833.129,-95684903.2945,-41523583.4376,20.4025420221,-19.0410477871,-8.24269090324
499.555488549,-107394369.344,-95753449.2803,-41553253.9557,20.4106921602,-19.0400282615,-8.24092324391
499.553450437,-107320876.006,-95821991.3063,-41582918.0354,20.4189588318,-19.0388490254,-8.23911432873
499.551569524,-107247352.707,-95890528.8094,-41612575.5313,20.4273368015,-19.0375165071,-8.23726580548
499.549843706,-107173799.053,-95959061.2486,-41642226.3036,20.4358211179,-19.0360368306,-8.23537925392
499.548270968,-107100214.672,-96027588.105,-41671870.2181,20.4444070928,-19.0344158367,-8.23345619047
499.546849384,-107026599.206,-96096108.8798,-41701507.1461,20.4530902838,-19.0326591013,-8.23149807211
499.54557711,-106952952.311,-96164623.094,-41731136.9639,20.4618664765,-19.0307719527,-8.22950629979
499.544452381,-106879273.66,-96233130.2874,-41760759.5527,20.4707316701,-19.0287594887,-8.22748222268
499.543473507,-106805562.941,-96301630.0178,-41790374.7987,20.4796820623,-19.0266265913,-8.22542714096
499.542638871,-106731819.852,-96370121.86,-41819982.5924,20.4887140372,-19.0243779397,-8.22334230883
499.541946924,-106658044.106,-96438605.4055,-41849582.829,20.4978241525,-19.0220180247,-8.22122893791
499.541396182,-106584235.428,-96507080.2615,-41879175.4079,20.5070091287,-19.0195511589,-8.2190881992
499.540985226,-106510393.554,-96575546.0505,-41908760.2326,20.516265839,-19.0169814892,-8.216921226
499.540712697,-106436518.231,-96644002.4096,-41938337.2106,20.5255912997,-19.0143130066,-8.21472911645
499.540577291,-106362609.218,-96712448.9901,-41967906.2534,20.5349826615,-19.0115495554,-8.21251293511
499.540577765,-106288666.28,-96780885.4569,-41997467.2761,20.5444372012,-19.0086948427,-8.2102737155
499.540712926,-106214689.197,-96849311.4878,-42027020.1977,20.5539523143,-19.0057524468,-8.208012462
499.540981634,-106140677.754,-96917726.7734,-42056564.9405,20.5635255083,-19.0027258248,-8.20573015161
499.541382797,-106066631.747,-96986131.0167,-42086101.4306,20.5731543955,-18.9996183195,-8.20342773543
499.541915373,-105992550.978,-97054523.9322,-42115629.5972,20.5828366874,-18.9964331674,-8.20110614079
499.542578366,-105918435.261,-97122905.2461,-42145149.3729,20.5925701893,-18.9931735044,-8.19876627253
499.543370824,-105844284.414,-97191274.6956,-42174660.6935,20.6023527944,-18.9898423715,-8.19640901426
499.544291838,-105770098.264,-97259632.0289,-42204163.498,20.6121824793,-18.9864427217,-8.19403523014
499.545340542,-105695876.646,-97327977.0045,-42233657.7284,20.6220572995,-18.9829774246,-8.19164576619
499.546516111,-105621619.4,-97396309.391,-42263143.3297,20.6319753846,-18.9794492711,-8.18924145103
499.547817757,-105547326.373,-97464628.9671,-42292620.25,20.6419349348,-18.9758609794,-8.18682309775
499.549244732,-105472997.421,-97532935.521,-42322088.4401,20.651934217,-18.9722151989,-8.18439150481
499.550796324,-105398632.401,-97601228.8506,-42351547.8538,20.661971561,-18.9685145139,-8.18194745684
499.552471859,-105324231.182,-97669508.7627,-42380998.4478,20.6720453566,-18.9647614491,-8.17949172624
499.554270696,-105249793.633,-97737775.0731,-42410440.1812,20.68215405,-18.9609584723,-8.17702507382
499.55619223,-105175319.632,-97806027.6067,-42439873.0161,20.6922961413,-18.9571079987,-8.1745482498
499.558235888,-105100809.062,-97874266.1966,-42469296.9173,20.7024701818,-18.9532123944,-8.17206199505
499.560401129,-105026261.81,-97942490.6846,-42498711.852,20.7126747708,-18.9492739796,-8.16956704161
499.562687447,-104951677.769,-98010700.9206,-42528117.7904,20.7229085538,-18.945295032,-8.16706411379
499.565094365,-104877056.835,-98078896.7628,-42557514.7049,20.7331702199,-18.94127779,-8.1645539292
499.567621435,-104802398.912,-98147078.0774,-42586902.5708,20.7434584997,-18.9372244556,-8.16203719918
499.570268242,-104727703.904,-98215244.7382,-42616281.3658,20.7537721632,-18.9331371972,-8.15951462993
499.573034399,-104652971.723,-98283396.6271,-42645651.07,20.7641100179,-18.9290181526,-8.15698692334
499.575919547,-104578202.284,-98351533.6333,-42675011.6663,20.7744709068,-18.9248694316,-8.15445477757
499.578923357,-104503395.506,-98419655.6539,-42704363.1399,20.784853707,-18.9206931184,-8.15191888791
499.582045527,-104428551.312,-98487762.5931,-42733705.4786,20.7952573277,-18.9164912748,-8.14937994771
499.585285783,-104353669.63,-98555854.3628,-42763038.6727,20.8056807088,-18.9122659417,-8.14683864888
499.588643877,-104278750.389,-98623930.8821,-42792362.7149,20.8161228194,-18.9080191422,-8.14429568273
499.592119589,-104203793.524,-98691992.0773,-42821677.6004,20.8265826564,-18.9037528841,-8.14175174088
499.595712725,-104128798.974,-98760037.8819,-42850983.3271,20.8370592431,-18.8994691614,-8.13920751577
499.599423118,-104053766.679,-98828068.2367,-42880279.895,20.8475516281,-18.8951699575,-8.13666370144
499.603250625,-103978696.584,-98896083.0894,-42909567.3071,20.8580588838,-18.8908572469,-8.1341209945
499.607195132,-103903588.638,-98964082.395,-42938845.5684,20.8685801055,-18.8865329974,-8.13158009459
499.611256547,-103828442.791,-99032066.1155,-42968114.6868,20.8791144101,-18.8821991726,-8.12904170527
499.615434805,-103753258.999,-99100034.2199,-42997374.6725,20.8896609353,-18.8778577341,-8.12650653487
499.619729868,-103678037.219,-99167986.6844,-43026625.5385,20.9002188384,-18.8735106433,-8.12397529705
499.624141721,-103602777.411,-99235923.4921,-43055867.3002,20.9107872951,-18.8691598638,-8.12144871172
499.628670374,-103527479.539,-99303844.6334,-43085099.9757,20.9213654994,-18.8648073637,-8.11892750587
499.633315864,-103452143.569,-99371750.1055,-43114323.5856,20.9319526617,-18.8604551176,-8.11641241429
499.638078252,-103376769.47,-99439639.9129,-43143538.1533,20.9425480085,-18.8561051089,-8.11390418034
499.642957623,-103301357.214,-99507514.0673,-43172743.7048,20.9531507817,-18.8517593318,-8.11140355697
499.647954089,-103225906.776,-99575372.5876,-43201940.269,20.9637602377,-18.847419794,-8.10891130751
499.653067788,-103150418.133,-99643215.4998,-43231127.8772,20.9743756463,-18.8430885186,-8.10642820645
499.658298879,-103074891.265,-99711042.8373,-43260306.564,20.9849962907,-18.8387675465,-8.10395504055
499.663647552,-102999326.155,-99778854.6409,-43289476.3664,20.9956214661,-18.8344589388,-8.10149260973
499.669114019,-102923722.786,-99846650.959,-43318637.3246,21.0062504795,-18.8301647795,-8.09904172794
499.674698518,-102848081.147,-99914431.8472,-43347789.4817,21.0168826487,-18.8258871775,-8.09660322438
499.680401316,-102772401.228,-99982197.3691,-43376932.8837,21.0275173024,-18.8216282696,-8.09417794442
499.686222702,-102696683.021,-100049947.596,-43406067.5798,21.0381537784,-18.8173902226,-8.09176675071
499.692162996,-102620926.519,-100117682.606,-43435193.6223,21.0487914243,-18.8131752367,-8.08937052442
499.698222541,-102545131.722,-100185402.488,-43464311.0666,21.0594295961,-18.8089855478,-8.08699016634
499.70440171,-102469298.627,-100253107.335,-43493419.9716,21.0700676578,-18.8048234305,-8.08462659814
499.710700903,-102393427.235,-100320797.252,-43522520.3994,21.0807049814,-18.8006912012,-8.08228076376
499.717120547,-102317517.552,-100388472.351,-43551612.4156,21.0913409457,-18.7965912211,-8.07995363069
499.723661098,-102241569.583,-100456132.751,-43580696.0892,21.1019749362,-18.7925258999,-8.07764619146
499.730323042,-102165583.336,-100523778.582,-43609771.493,21.1126063447,-18.7884976985,-8.07535946514
499.737106893,-102089558.821,-100591409.982,-43638838.7034,21.1232345687,-18.784509133,-8.07309449895
499.744013196,-102013496.051,-100659027.098,-43667897.8008,21.1338590108,-18.7805627789,-8.07085236993
499.751042528,-101937395.042,-100726630.088,-43696948.8692,21.1444790785,-18.7766612738,-8.06863418671
499.758195494,-101861255.808,-100794219.116,-43725991.997,21.1550941841,-18.7728073227,-8.06644109138
499.765472735,-101785078.37,-100861794.361,-43755027.2766,21.1657037433,-18.7690037019,-8.0642742615
499.772874922,-101708862.748,-100929356.007,-43784054.8047,21.1763071759,-18.7652532632,-8.06213491215
499.78040276,-101632608.966,-100996904.252,-43813074.6825,21.1869039049,-18.7615589393,-8.06002429813
499.788056991,-101556317.049,-101064439.302,-43842087.0157,21.1974933561,-18.7579237488,-8.05794371642
499.79583839,-101479987.024,-101131961.377,-43871091.9149,21.208074958,-18.754350801,-8.05589450854
499.803747768,-101403618.92,-101199470.706,-43900089.4955,21.2186481414,-18.7508433024,-8.0538780633
499.811785975,-101327212.768,-101266967.532,-43929079.878,21.2292123388,-18.7474045622,-8.05189581964
499.8199539,-101250768.602,-101334452.106,-43958063.1882,21.2397669848,-18.744037999,-8.04994926956
499.82825247,-101174286.458,-101401924.696,-43987039.5574,21.250311515,-18.7407471475,-8.04803996143
499.836682654,-101097766.372,-101469385.581,-44016009.1225,21.2608453662,-18.737535666,-8.04616950344
499.845245464,-101021208.385,-101536835.053,-44044972.0264,21.2713679762,-18.734407344,-8.04433956719
499.853941954,-100944612.537,-101604273.418,-44073928.4181,21.2818787836,-18.7313661102,-8.04255189165
499.862773225,-100867978.872,-101671700.998,-44102878.4529,21.292377227,-18.7284160422,-8.04080828752
499.871740424,-100791307.436,-101739118.128,-44131822.2929,21.3028627457,-18.725561375,-8.03911064154
499.880844746,-100714598.277,-101806525.16,-44160760.1071,21.3133347792,-18.7228065117,-8.03746092143
499.890087438,-100637851.443,-101873922.46,-44189692.0715,21.3237927668,-18.7201560347,-8.03586118125
499.899469799,-100561066.986,-101941310.414,-44218618.3701,21.3342361481,-18.7176147162,-8.03431356675
499.908993182,-100484244.961,-102008689.423,-44247539.1945,21.3446643626,-18.7151875321,-8.03282032168
499.918658996,-100407385.422,-102076059.907,-44276454.7445,21.3550768498,-18.7128796752,-8.03138379424
499.928468709,-100330488.427,-102143422.306,-44305365.2288,21.3654730495,-18.710696569,-8.03000644407
499.938423853,-100253554.036,-102210777.079,-44334270.865,21.3758524019,-18.7086438844,-8.02869084998
499.948526021,-100176582.31,-102278124.706,-44363171.8803,21.3862143473,-18.7067275568,-8.02743971832
499.958776875,-100099573.314,-102345465.689,-44392068.5117,21.3965583274,-18.7049538036,-8.02625589176
499.969178147,-100022527.113,-102412800.552,-44420961.007,21.4068837851,-18.7033291446,-8.02514235912
499.97973164,-99945443.7738,-102480129.846,-44449849.6248,21.4171901644,-18.7018604249,-8.02410226617
499.990439237,-99868323.3671,-102547454.143,-44478734.6354,21.4274769127,-18.700554836,-8.02313892678
500.001302901,-99791165.9642,-102614774.045,-44507616.3214,21.4377434802,-18.6994199438,-8.02225583586
500.012324678,-99713971.6389,-102682090.181,-44536494.9782,21.447989321,-18.6984637155,-8.02145668301
500.023506704,-99636740.4667,-102749403.209,-44565370.9149,21.4582138953,-18.6976945499,-8.02074536744
500.03485121,-99559472.525,-102816713.817,-44594244.4552,21.4684166697,-18.6971213108,-8.02012601451
500.046360522,-99482167.8934,-102884022.728,-44623115.9378,21.4785971191,-18.6967533649,-8.01960299408
500.058037074,-99404826.6532,-102951330.699,-44651985.7179,21.4887547294,-18.6966006195,-8.01918093983
500.069883408,-99327448.8874,-103018638.524,-44680854.1676,21.4988889987,-18.6966735687,-8.01886477178
500.081902183,-99250034.681,-103085947.033,-44709721.6776,21.508999441,-18.6969833411,-8.01865972004
500.094096179,-99172584.1206,-103153257.102,-44738588.6576,21.5190855889,-18.6975417529,-8.01857135163
500.106468307,-99095097.2944,-103220569.647,-44767455.5384,21.5291469979,-18.6983613669,-8.0186055999
500.119021619,-99017574.2924,-103287885.633,-44796322.7726,21.5391832498,-18.6994555594,-8.01876879779
500.131759311,-98940015.2057,-103355206.074,-44825190.8366,21.5491939598,-18.7008385907,-8.01906771357
500.144684735,-98862420.1269,-103422532.036,-44854060.2317,21.5591787806,-18.7025256873,-8.01950959211
500.157801412,-98784789.1499,-103489864.643,-44882931.4865,21.5691374111,-18.7045331311,-8.02010219999
500.171113039,-98707122.3693,-103557205.08,-44911805.1584,21.5790696048,-18.7068783594,-8.02085387605
500.184623504,-98629419.8807,-103624554.595,-44940681.836,21.5889751795,-18.709580078,-8.02177358881
500.198336897,-98551681.7801,-103691914.508,-44969562.1415,21.5988540288,-18.7126583876,-8.02287100057
500.212257529,-98473908.1638,-103759286.213,-44998446.733,21.6087061379,-18.7161349236,-8.02415653919
500.226389942,-98396099.1279,-103826671.185,-45027336.3078,21.6185315983,-18.7200330185,-8.02564148059
500.240738932,-98318254.768,-103894070.987,-45056231.6055,21.6283306287,-18.7243778816,-8.02733804129
500.255309568,-98240375.1786,-103961487.275,-45085133.4115,21.6381035982,-18.7291968046,-8.02925948389
500.27010721,-98162460.4527,-104028921.808,-45114042.5609,21.647851055,-18.7345193948,-8.03142023768
500.285137538,-98084510.6807,-104096376.457,-45142959.9432,21.6575737581,-18.7403778441,-8.03383603728
500.300406576,-98006525.9501,-104163853.214,-45171886.507,21.6672727199,-18.7468072315,-8.03652408033
500.315920724,-97928506.3441,-104231354.201,-45200823.2658,21.6769492528,-18.7538458779,-8.03950321152
500.331686788,-97850451.9404,-104298881.685,-45229771.3042,21.6866050278,-18.7615357505,-8.04279413434
500.347712023,-97772362.8103,-104366438.095,-45258731.785,21.6962421458,-18.7699229335,-8.0464196576
500.364004172,-97694239.0163,-104434026.028,-45287705.9574,21.7058632236,-18.7790581752,-8.05040498348
500.380571513,-97616080.6105,-104501648.278,-45316695.1661,21.7154714975,-18.7889975307,-8.05477804641
500.397422919,-97537887.6321,-104569307.849,-45345700.8617,21.7250709549,-18.79980311,-8.05956991053
500.414567913,-97459660.1044,-104637007.982,-45374724.6134,21.7346664909,-18.8115439699,-8.06481524371
500.432016745,-97381398.0309,-104704752.18,-45403768.1221,21.7442641072,-18.8242971661,-8.07055288031
500.449780467,-97303101.3915,-104772544.24,-45432833.2371,21.7538711585,-18.8381490119,-8.07682649709
500.467871035,-97224770.1365,-104840388.288,-45461921.975,21.7634966624,-18.8531965888,-8.0836854284
500.486301411,-97146404.1802,-104908288.821,-45491036.5414,21.7731516898,-18.8695495779,-8.0911856581
500.505085694,-97068003.3927,-104976250.76,-45520179.3575,21.7828498658,-18.8873324804,-8.09939103076
500.524239264,-96989567.5894,-105044279.501,-45549353.0904,21.7926080103,-18.9066873517,-8.10837474866
500.543778965,-96911096.5183,-105112380.99,-45578560.6905,21.8024469687,-18.92777718,-8.11822123338
500.563723307,-96832589.8433,-105180561.803,-45607805.4355,21.8123927019,-18.950790099,-8.12902846171
500.584092718,-96754047.124,-105248829.247,-45637090.9849,21.8224777238,-18.9759447054,-8.14091093151
500.604909845,-96675467.7878,-105317191.48,-45666421.4453,21.8327430277,-19.0034968251,-8.15400346284
500.626199916,-96596851.0959,-105385657.661,-45695801.4527,21.8432406966,-19.0337482328,-8.1684661316
500.647991194,-96518196.0966,-105454238.135,-45725236.2742,21.85403749,-19.0670580292,-8.18449075858
500.67031553,-96439501.5644,-105522944.663,-45754731.9371,21.8652198503,-19.1038577029,-8.20230957093
500.693209064,-96360765.9166,-105591790.722,-45784295.3947,21.8769010188,-19.1446713657,-8.22220694853
500.716713108,-96281987.1001,-105660791.881,-45813934.7412,21.8892313413,-19.1901434438,-8.24453565653
500.740875298,-96203162.4317,-105729966.3,-45843659.497,21.9024135356,-19.241077302,-8.26973973717
500.765751084,-96124288.3708,-105799335.401,-45873480.9929,21.9167258898,-19.2984903363,-8.29838755843
500.791405739,-96045360.1876,-105868924.764,-45903412.9002,21.9325585428,-19.3636945992,-8.33122083164
500.817917072,-95966371.4626,-105938765.401,-45933471.9792,21.9504721911,-19.4384182971,-8.36922960511
500.845379233,-95887313.3116,-106008895.564,-45963679.1709,21.9712969319,-19.5249952904,-8.41377126783
500.873908144,-95808173.132,-106079363.433,-45994061.2431,21.9963067826,-19.6266729491,-8.4667677766
500.903649543,-95728932.4811,-106150231.262,-46024653.3827,22.0275461771,-19.7481373602,-8.53105017263
500.934791315,-95649563.2651,-106221582.096,-46055503.4988,22.0684862823,-19.8964647586,-8.61100082108
500.96758321,-95570020.359,-106293531.326,-46086679.8581,22.1254715328,-20.0829797812,-8.71385383086
501.002369823,-95490225.819,-106366248.21,-46118285.876,22.2113233232,-20.3272548376,-8.8526310006
501.03964755,-95410030.0589,-106440000.401,-46150492.4414,22.3560065053,-20.666905424,-9.05384727942
501.080155545,-95329093.9596,-106515260.613,-46183622.3104,22.6477601725,-21.186184709,-9.38279976554
501.124822787,-95246370.8983,-106593017.57,-46218444.8877,23.4880984372,-22.1162313375,-10.0632222256
501.164884957,-95154806.7345,-106674698.509,-46257621.1859,29.8172523592,-21.9630006858,-11.755923018
501.10567235,-95046867.2375,-106732035.024,-46289609.4739,27.6159844647,-13.8578310969,-7.22427289935
501.049521897,-94951405.9969,-106782397.512,-46314737.0805,25.7721903472,-14.1663741403,-6.85602850328
501.004680728,-94860090.674,-106833983.147,-46339288.193,25.0423766933,-14.4761784558,-6.79906868076
500.966376343,-94770726.8061,-106886525.588,-46363746.2271,24.6371303477,-14.7027565691,-6.79244742963
500.932477786,-94682536.2611,-106939777.271,-46388208.6834,24.3741850435,-14.8741644784,-6.79888035603
500.901831626,-94595142.0325,-106993576.007,-46412702.4161,24.1878079821,-15.0090249564,-6.80902631545
500.873729384,-94508328.6487,-107047811.894,-46437234.4703,24.0480225623,-15.118454522,-6.81989183203
500.847697734,-94421959.5789,-107102406.755,-46461805.192,23.9390185479,-15.2093697672,-6.83040658195
