# TESS ephemerides
#
# source: examples/ephem/tess.tm
# start:
#  UTC: 2018-04-20T20:00:00
#   ET: 577526469.186
# end:
#  UTC: 2018-06-30T00:00:00
#   ET: 583588869.184
# increment: 3600.0s
#
# time is TESS epoch in seconds
# positions are relative to the solar system barycenter, in km
# velocities in km/s
#
# time, x, y, z, vx, vy, vz
500.823401059,-94335941.9609,-107157302.627,-46486412.5069,23.8515852735,-15.2862975999,-6.84018713015
500.800590611,-94250209.2783,-107212455.065,-46511053.5181,23.7799532504,-15.3523362555,-6.84912005516
500.779075607,-94164711.965,-107267829.046,-46535725.1495,23.7203030525,-15.4096872627,-6.85720290956
500.758705682,-94079411.9167,-107323396.341,-46560424.4096,23.6699935439,-15.4599648194,-6.86447833308
500.73935967,-93994279.0923,-107379133.773,-46585148.4953,23.6271328212,-15.5043841434,-6.87100531807
500.720938117,-93909289.3095,-107435022.008,-46609894.8249,23.5903256194,-15.5438808414,-6.87684638734
500.703358116,-93824422.7585,-107491044.695,-46634661.0388,23.5585174601,-15.5791892442,-6.88206194338
500.68654963,-93739662.9683,-107547187.852,-46659444.9876,23.5308946332,-15.6108954023,-6.88670795658
500.670452813,-93654996.067,-107603439.392,-46684244.7138,23.5068178398,-15.6394738954,-6.89083522789
500.655016014,-93570410.2407,-107659788.781,-46709058.4337,23.4857768877,-15.6653140036,-6.89448938711
500.640194259,-93485895.3287,-107716226.757,-46733884.5188,23.4673589817,-15.6887386988,-6.89771121665
500.625948083,-93401442.5164,-107772745.127,-46758721.4795,23.4512260374,-15.7100186821,-6.90053710105
500.612242613,-93317044.097,-107829336.594,-46783567.9499,23.4370981374,-15.7293829281,-6.9029995024
500.599046841,-93232693.286,-107885994.621,-46808422.6746,23.4247412547,-15.7470267241,-6.90512741763
500.586333039,-93148384.0728,-107942713.324,-46833284.4972,23.413958003,-15.7631178797,-6.90694679595
500.574076285,-93064111.1024,-107999487.381,-46858152.3494,23.404580568,-15.7778015857,-6.90848091289
500.562254076,-92979869.579,-108056311.959,-46883025.2426,23.3964652406,-15.791204248,-6.9097506964
500.550846005,-92895655.1874,-108113182.648,-46907902.2599,23.3894881352,-15.8034365569,-6.91077501412
500.539833495,-92811464.028,-108170095.415,-46932782.5487,23.3835418041,-15.8145959572,-6.9115709217
500.529199572,-92727292.5624,-108227046.555,-46957665.315,23.3785325356,-15.8247686541,-6.91215387714
500.518928679,-92643137.5683,-108284032.657,-46982549.818,23.3743781743,-15.8340312602,-6.91253792813
500.509006507,-92558996.1009,-108341050.571,-47007435.3648,23.3710063515,-15.8424521544,-6.91273587431
500.499419867,-92474865.4606,-108398097.377,-47032321.307,23.3683530386,-15.8500926061,-6.91275940648
500.49015656,-92390743.1653,-108455170.367,-47057207.0361,23.3663613514,-15.8570077218,-6.91261923002
500.481205284,-92306626.926,-108512267.022,-47082091.9808,23.3649805605,-15.8632472385,-6.91232517156
500.472555535,-92222514.6268,-108569384.991,-47106975.6036,23.3641652646,-15.8688561921,-6.9118862713
500.464197539,-92138404.3066,-108626522.079,-47131857.3982,23.3638746961,-15.8738754902,-6.91131086546
500.456122173,-92054294.1436,-108683676.232,-47156736.8873,23.3640721345,-15.8783424002,-6.91060665837
500.448320915,-91970182.4416,-108740845.522,-47181613.6202,23.3647244108,-15.882290965,-6.90978078448
500.440785782,-91886067.6182,-108798028.142,-47206487.1709,23.3658014829,-15.8857523662,-6.9088398653
500.433509288,-91801948.194,-108855222.389,-47231357.1366,23.3672760728,-15.8887552362,-6.90779005885
500.426484403,-91717822.7833,-108912426.661,-47256223.1356,23.3691233562,-15.8913259283,-6.90663710278
500.419704509,-91633690.0858,-108969639.446,-47281084.8064,23.3713206925,-15.8934887546,-6.90538635416
500.413163375,-91549548.8791,-109026859.318,-47305941.806,23.3738473923,-15.8952661938,-6.90404282465
500.406855119,-91465398.0121,-109084084.926,-47330793.809,23.3766845157,-15.8966790717,-6.90261121091
500.400774188,-91381236.399,-109141314.993,-47355640.5063,23.3798146957,-15.897746723,-6.90109592326
500.394915328,-91297063.0138,-109198548.309,-47380481.6042,23.3832219841,-15.8984871332,-6.8995011112
500.389273565,-91212876.8858,-109255783.728,-47405316.8236,23.3868917174,-15.8989170632,-6.89783068543
500.383844184,-91128677.0948,-109313020.159,-47430145.8989,23.3908103982,-15.8990521623,-6.8960883391
500.378622711,-91044462.7672,-109370256.567,-47454968.5775,23.394965591,-15.8989070683,-6.89427756674
500.373604897,-90960233.0725,-109427491.97,-47479784.6192,23.3993458311,-15.8984954947,-6.89240168064
500.368786699,-90875987.2199,-109484725.43,-47504593.7953,23.4039405438,-15.897830313,-6.89046382718
500.364164274,-90791724.455,-109541956.058,-47529395.888,23.4087399734,-15.8969236231,-6.88846700099
500.359733958,-90707444.0572,-109599183.004,-47554190.6903,23.4137351204,-15.8957868184,-6.88641405807
500.355492258,-90623145.3372,-109656405.46,-47578978.0052,23.4189176867,-15.894430645,-6.88430772835
500.351435844,-90538827.6342,-109713622.654,-47603757.6451,23.4242800271,-15.8928652535,-6.88215062689
500.347561532,-90454490.3138,-109770833.85,-47628529.4318,23.4298151067,-15.8911002481,-6.87994526478
500.343866281,-90370132.7659,-109828038.347,-47653293.196,23.4355164646,-15.8891447298,-6.87769405912
500.340347181,-90285754.4028,-109885235.474,-47678048.7768,23.4413781817,-15.887007337,-6.8753993429
500.337001449,-90201354.6571,-109942424.592,-47702796.0217,23.447394854,-15.8846962808,-6.87306337358
500.333826415,-90116932.9798,-109999605.088,-47727534.7862,23.4535615695,-15.8822193801,-6.87068834274
500.33081952,-90032488.8391,-110056776.381,-47752264.9335,23.4598738901,-15.8795840914,-6.86827638434
500.327978309,-89948021.7179,-110113937.912,-47776986.3344,23.466327837,-15.8767975372,-6.86582958299
500.325300424,-89863531.1129,-110171089.15,-47801698.8671,23.4729198802,-15.8738665331,-6.86334998313
500.322783597,-89779016.5328,-110228229.586,-47826402.4173,23.4796469321,-15.8707976118,-6.86083959731
500.320425645,-89694477.4962,-110285358.735,-47851096.8777,23.486506345,-15.8675970454,-6.85830041483
500.318224468,-89609913.5309,-110342476.134,-47875782.1481,23.4934959132,-15.8642708673,-6.85573441124
500.316178037,-89525324.1716,-110399581.341,-47900458.1356,23.5006138786,-15.8608248927,-6.85314355809
500.314284396,-89440708.9585,-110456673.936,-47925124.7543,23.5078589426,-15.8572647356,-6.85052983268
500.312541654,-89356067.4357,-110513753.517,-47949781.9254,23.5152302817,-15.8535958281,-6.84789522976
500.310947978,-89271399.1493,-110570819.702,-47974429.5773,23.5227275703,-15.8498234375,-6.84524177375
500.309501592,-89186703.6458,-110627872.128,-47999067.646,23.5303510091,-15.8459526806,-6.84257153182
500.308200772,-89101980.4698,-110684910.449,-48023696.0747,23.5381013622,-15.8419885405,-6.8398866297
500.307043837,-89017229.1621,-110741934.339,-48048314.8148,23.5459800019,-15.8379358811,-6.83718926881
500.306029149,-88932449.2574,-110798943.487,-48072923.8253,23.5539889648,-15.8337994602,-6.83448174615
500.305155105,-88847640.2819,-110855937.6,-48097523.074,23.5621310198,-15.8295839438,-6.83176647759
500.304420133,-88762801.7501,-110912916.402,-48122112.5377,23.5704097509,-15.8252939188,-6.82904602518
500.303822682,-88677933.1623,-110969879.632,-48146692.2025,23.5788296576,-15.8209339039,-6.82632312876
500.303361224,-88593034.0006,-111026827.047,-48171262.0648,23.5873962775,-15.8165083618,-6.82360074507
500.303034236,-88508103.725,-111083758.419,-48195822.1323,23.5961163345,-15.812021708,-6.82088209368
500.302840202,-88423141.7692,-111140673.536,-48220372.4246,23.6049979207,-15.8074783189,-6.81817071307
500.302777597,-88338147.5346,-111197572.2,-48244912.9749,23.6140507187,-15.8028825367,-6.81547052981
500.302844882,-88253120.3848,-111254454.232,-48269443.8311,23.6232862757,-15.7982386712,-6.81278594397
500.303040486,-88168059.6377,-111311319.466,-48293965.0583,23.6327183428,-15.7935509951,-6.81012193496
500.303362798,-88082964.5574,-111368167.752,-48318476.7405,23.6423632977,-15.7888237316,-6.80748419616
500.303810145,-87997834.3432,-111424998.954,-48342978.9839,23.6522406764,-15.78406103,-6.80487930529
500.304380775,-87912668.1177,-111481812.954,-48367471.9201,23.6623738449,-15.7792669224,-6.80231494365
500.305072827,-87827464.9112,-111538609.643,-48391955.7109,23.6727908582,-15.7744452534,-6.79980018149
500.305884304,-87742223.6426,-111595388.931,-48416430.5538,23.6835255675,-15.7695995683,-6.79734585331
500.306813032,-87656943.0969,-111652150.735,-48440896.6892,23.6946190648,-15.7647329372,-6.79496505784
500.307856605,-87571621.895,-111708894.985,-48465354.4096,23.706121584,-15.7598476788,-6.79267383299
500.309012325,-87486258.4569,-111765621.617,-48489804.072,23.7180950504,-15.7549449381,-6.79049208927
500.310277111,-87400850.9538,-111822330.567,-48514246.1138,23.7306165251,-15.7500240051,-6.7884449002
500.311647383,-87315397.2451,-111879021.764,-48538681.0748,23.7437829539,-15.7450812437,-6.78656434745
500.313118905,-87229894.7958,-111935695.116,-48563109.6267,23.7577178168,-15.7401083576,-6.78489219707
500.314686562,-87144340.5652,-111992350.49,-48587532.6145,23.7725806131,-15.7350895337,-6.78348387509
500.316344047,-87058730.8535,-112048987.673,-48611951.1162,23.788580684,-15.7299966325,-6.7824145291
500.318083404,-86973061.0878,-112105606.319,-48636366.5294,23.8059978164,-15.7247808613,-6.78178854348
500.319894337,-86887325.5166,-112162205.849,-48660780.7019,23.8252137177,-15.7193578788,-6.78175497668
500.32176315,-86801516.7599,-112218785.275,-48685196.1353,23.8467613898,-15.7135801161,-6.78253356652
500.323671026,-86715625.1339,-112275342.891,-48709616.3138,23.8714046771,-15.7071829463,-6.78446045643
500.325591145,-86629637.603,-112331875.676,-48734046.259,23.9002694889,-15.6996742674,-6.78807258317
500.327483592,-86543536.1161,-112388378.097,-48758493.5147,23.9350627079,-15.6900934484,-6.79427199976
500.329285856,-86457294.9244,-112444839.558,-48782969.995,23.9784258675,-15.6764464608,-6.80466397653
500.330894093,-86370876.3865,-112501238.513,-48807495.6555,24.0343966603,-15.6542814528,-6.82228261277
500.332124955,-86284225.7322,-112557527.925,-48832106.0566,24.1082468587,-15.6129201481,-6.8531021671
500.332644413,-86197273.651,-112613598.588,-48856866.7686,24.2005818477,-15.5265062265,-6.90799680596
500.331922284,-86109997.9173,-112669209.323,-48881884.0327,24.2759517486,-15.3504105122,-6.99494446655
500.329650463,-86022627.7415,-112724032.789,-48907225.3295,24.2388687202,-15.1076188131,-7.07616233063
500.326538791,-85935593.2094,-112778082.858,-48932757.3441,24.1094804731,-14.9396333005,-7.09898763911
500.323503784,-85849015.19,-112831713.984,-48958297.0985,23.9961035769,-14.8665569303,-7.08711437511
500.320860499,-85762774.3555,-112885173.264,-48983777.077,23.9210587392,-14.8372808964,-7.06830432873
500.318624112,-85676751.2732,-112938561.372,-49009190.427,23.8730536546,-14.8243428338,-7.05059244336
500.316746757,-85590868.3944,-112991915.595,-49034544.1711,23.8418354832,-14.8174784097,-7.03520134498
500.3151794,-85505077.461,-113045249.839,-49059846.3675,23.8211979425,-14.8128673659,-7.02188225759
500.313882331,-85419347.4778,-113098569.107,-49085103.6728,23.8075160126,-14.8090058499,-7.01019039263
500.312824798,-85333657.6466,-113151874.823,-49110321.2264,23.7986093437,-14.8052740637,-6.9997418071
500.311982995,-85247993.419,-113205166.92,-49135502.9508,23.7931108989,-14.801413264,-6.99024324584
500.311338256,-85162344.2407,-113258444.718,-49160651.8543,23.7901279659,-14.7973203777,-6.98147696413
500.3108757,-85076702.2118,-113311707.307,-49185770.2681,23.7890558214,-14.7929618047,-6.973281349
500.310583263,-84991061.2581,-113364953.721,-49210860.0184,23.7894714382,-14.7883352415,-6.96553532646
500.310451004,-84905416.6004,-113418183.012,-49235922.5509,23.791070478,-14.7834520861,-6.95814704312
500.310470609,-84819764.402,-113471394.288,-49260959.021,23.793628564,-14.7783291267,-6.95104587976
500.310635031,-84734101.5283,-113524586.716,-49285970.3593,23.7969766777,-14.7729845912,-6.94417683219
500.31093822,-84648425.3787,-113577759.532,-49310957.3204,23.8009850669,-14.7674363026,-6.93749653379
500.311374925,-84562733.7659,-113630912.033,-49335920.5191,23.8055524334,-14.7617008739,-6.93097040613
500.311922227,-84477035.4477,-113684025.498,-49360867.2241,23.8410262592,-14.8075678995,-6.90518536573
500.312631002,-84391296.9601,-113737153.556,-49385777.5516,23.8160587593,-14.7497275161,-6.91827443486
500.313442666,-84305548.7706,-113790241.435,-49410672.1366,23.8218807891,-14.7435152773,-6.91206335597
500.314372268,-84219779.0364,-113843306.703,-49435544.4913,23.8280214693,-14.7371674862,-6.9059219959
500.315416849,-84133986.6768,-113896348.89,-49460394.8432,23.8344449913,-14.7306937351,-6.89983756965
500.316573715,-84048170.7292,-113949367.557,-49485223.3772,23.8411213392,-14.7241025661,-6.89379936622
500.317840399,-83962330.3304,-114002362.296,-49510030.2432,23.8480251377,-14.7174015995,-6.88779835997
500.319214627,-83876464.7014,-114055332.725,-49534815.5608,23.8551347662,-14.7105976511,-6.88182690475
500.320694295,-83790573.1354,-114108278.483,-49559579.4245,23.8624316682,-14.7036968325,-6.87587849274
500.32227745,-83704654.9879,-114161199.233,-49584321.9069,23.8698998102,-14.696704642,-6.86994756005
500.323962267,-83618709.6681,-114214094.653,-49609043.0622,23.877525251,-14.6896260413,-6.86402933125
500.325747039,-83532736.6321,-114266964.442,-49633742.9284,23.8852957969,-14.6824655213,-6.85811969343
500.327630162,-83446735.3772,-114319808.311,-49658421.53,23.8932007254,-14.6752271613,-6.85221509222
500.329610124,-83360705.437,-114372625.988,-49683078.8794,23.9012305581,-14.6679146782,-6.84631244725
500.331685497,-83274646.3774,-114425417.212,-49707714.9787,23.9093768758,-14.6605314681,-6.84040908253
500.333854925,-83188557.7928,-114478181.734,-49732329.8211,23.9176321671,-14.6530806455,-6.83450266724
500.336117125,-83102439.3031,-114530919.315,-49756923.3918,23.9259897011,-14.6455650744,-6.82859116747
500.338470871,-83016290.5515,-114583629.728,-49781495.6693,23.9344434221,-14.6379873956,-6.82267280557
500.340914998,-82930111.2016,-114636312.753,-49806046.6259,23.9429878615,-14.6303500525,-6.81674602495
500.343448389,-82843900.936,-114688968.179,-49830576.2289,23.9516180632,-14.6226553113,-6.81080946116
500.346069977,-82757659.4541,-114741595.805,-49855084.4409,23.9603295197,-14.6149052791,-6.80486191722
500.34877874,-82671386.4709,-114794195.433,-49879571.2203,23.9691181193,-14.6071019213,-6.79890234177
500.351573694,-82585081.7156,-114846766.877,-49904036.5222,23.9779800995,-14.5992470751,-6.7929298112
500.354453895,-82498744.9303,-114899309.953,-49928480.2984,23.9869120072,-14.5913424618,-6.78694351398
500.357418435,-82412375.8691,-114951824.485,-49952902.4981,23.9959106656,-14.5833896987,-6.78094273676
500.360466435,-82325974.2969,-115004310.303,-49977303.068,24.0049731439,-14.5753903085,-6.77492685282
500.363597052,-82239539.9891,-115056767.241,-50001681.9526,24.0140967313,-14.5673457273,-6.76889531218
500.366809469,-82153072.7301,-115109195.139,-50026039.0948,24.023278916,-14.5592573136,-6.76284763203
500.370102897,-82066572.3134,-115161593.842,-50050374.4357,24.0325173647,-14.5511263545,-6.7567833894
500.373476571,-81980038.5402,-115213963.199,-50074687.9149,24.0418099052,-14.5429540715,-6.75070221456
500.376929753,-81893471.2196,-115266303.063,-50098979.471,24.0511545122,-14.5347416267,-6.7446037844
500.380461726,-81806870.1675,-115318613.292,-50123249.0411,24.0605492934,-14.5264901274,-6.73848781761
500.384071795,-81720235.2066,-115370893.747,-50147496.5619,24.0699924774,-14.5182006304,-6.73235407031
500.387759287,-81633566.1656,-115423144.292,-50171721.9688,24.0794824039,-14.5098741463,-6.72620233118
500.391523545,-81546862.8791,-115475364.797,-50195925.1969,24.0890175143,-14.501511643,-6.72003241836
500.395363935,-81460125.187,-115527555.134,-50220106.1803,24.0985963425,-14.4931140486,-6.7138441764
500.399279837,-81373352.9346,-115579715.178,-50244264.8528,24.1082175086,-14.4846822549,-6.70763747285
500.403270651,-81286545.9717,-115631844.806,-50268401.1478,24.1178797118,-14.4762171199,-6.70141219591
500.407335792,-81199704.1529,-115683943.902,-50292514.9982,24.1275817236,-14.4677194698,-6.69516825264
500.411474689,-81112827.337,-115736012.348,-50316606.3367,24.1373223836,-14.4591901019,-6.68890556618
500.415686788,-81025915.3867,-115788050.033,-50340675.0957,24.1471005945,-14.4506297864,-6.68262407418
500.419971549,-80938968.1689,-115840056.847,-50364721.2074,24.1569153161,-14.4420392678,-6.67632372772
500.424328444,-80851985.5538,-115892032.681,-50388744.6039,24.1667655635,-14.433419267,-6.670004489
500.428756961,-80764967.4153,-115943977.431,-50412745.217,24.1766504025,-14.4247704833,-6.66366633035
500.433256598,-80677913.6305,-115995890.994,-50436722.9787,24.1865689452,-14.4160935945,-6.65730923356
500.437826867,-80590824.0795,-116047773.272,-50460677.8208,24.1965203489,-14.4073892597,-6.65093318794
500.44246729,-80503698.6455,-116099624.165,-50484609.6749,24.2065038127,-14.3986581197,-6.64453818983
500.447177404,-80416537.2145,-116151443.579,-50508518.473,24.2165185736,-14.3899007978,-6.638124242
500.451956752,-80329339.6751,-116203231.42,-50532404.1468,24.2265639066,-14.3811179019,-6.6316913522
500.456804891,-80242105.9185,-116254987.598,-50556266.628,24.2366391207,-14.3723100246,-6.62523953282
500.461721388,-80154835.8383,-116306712.023,-50580105.8487,24.2467435577,-14.363477744,-6.61876880053
500.466705819,-80067529.3305,-116358404.609,-50603921.7407,24.2568765903,-14.3546216254,-6.61227917507
500.47175777,-79980186.2933,-116410065.271,-50627714.2361,24.2670376209,-14.3457422212,-6.60577067906
500.476876837,-79892806.6268,-116461693.926,-50651483.267,24.2772260788,-14.3368400719,-6.59924333778
500.482062625,-79805390.2332,-116513290.493,-50675228.7656,24.2874414206,-14.3279157068,-6.59269717814
500.487314746,-79717937.0169,-116564854.893,-50698950.6641,24.2976831275,-14.3189696448,-6.58613222861
500.492632822,-79630446.8837,-116616387.049,-50722648.8951,24.3079507045,-14.3100023944,-6.5795485191
500.498016485,-79542919.7413,-116667886.885,-50746323.391,24.3182436796,-14.301014455,-6.5729460801
500.503465372,-79455355.4993,-116719354.328,-50769974.0844,24.3285616027,-14.2920063169,-6.56632494253
500.50897913,-79367754.0684,-116770789.307,-50793600.9082,24.3389040438,-14.2829784617,-6.55968513802
500.514557412,-79280115.3612,-116822191.75,-50817203.7951,24.3492705935,-14.2739313631,-6.55302669781
500.52019988,-79192439.2916,-116873561.59,-50840782.6781,24.3596608616,-14.2648654873,-6.54634965284
500.525906202,-79104725.775,-116924898.76,-50864337.4903,24.3700744752,-14.255781293,-6.53965403405
500.531676055,-79016974.7278,-116976203.194,-50887868.1649,24.3805110802,-14.2466792323,-6.53293987129
500.537509121,-78929186.068,-117027474.829,-50911374.6351,24.3909703387,-14.2375597505,-6.52620719375
500.54340509,-78841359.7146,-117078713.604,-50934856.8345,24.4014519293,-14.2284232869,-6.51945602974
500.549363656,-78753495.5877,-117129919.457,-50958314.6964,24.4119555465,-14.2192702751,-6.51268640623
500.555384524,-78665593.6086,-117181092.33,-50981748.1545,24.4224809,-14.2101011429,-6.50589834884
500.561467402,-78577653.6995,-117232232.167,-51005157.1424,24.4330277137,-14.2009163129,-6.49909188214
500.567612004,-78489675.7836,-117283338.91,-51028541.594,24.4435957263,-14.1917162027,-6.49226702876
500.573818051,-78401659.7851,-117334412.505,-51051901.443,24.4541846904,-14.1825012252,-6.48542380973
500.58008527,-78313605.629,-117385452.901,-51075236.6234,24.4647943711,-14.1732717887,-6.47856224457
500.586413394,-78225513.241,-117436460.045,-51098547.0691,24.4754245473,-14.1640282974,-6.47168235066
500.592802161,-78137382.5479,-117487433.888,-51121832.7143,24.4860750106,-14.1547711514,-6.46478414338
500.599251314,-78049213.4769,-117538374.382,-51145093.493,24.4967455641,-14.1455007468,-6.45786763639
500.605760601,-77961005.9559,-117589281.478,-51168329.3394,24.5074360237,-14.1362174762,-6.4509328409
500.612329778,-77872759.9138,-117640155.133,-51191540.1875,24.5181462169,-14.1269217289,-6.44397976588
500.618958604,-77784475.2797,-117690995.3,-51214725.9718,24.528875982,-14.1176138909,-6.43700841836
500.625646842,-77696151.9834,-117741801.939,-51237886.6262,24.5396251691,-14.108294345,-6.4300188027
500.632394263,-77607789.9553,-117792575.006,-51261022.0852,24.5503936395,-14.0989634713,-6.42301092075
500.639200639,-77519389.1262,-117843314.462,-51284132.2829,24.5611812641,-14.089621647,-6.41598477231
500.646065751,-77430949.4274,-117894020.269,-51307217.1536,24.5719879254,-14.080269247,-6.40894035424
500.652989381,-77342470.7905,-117944692.389,-51330276.6316,24.582813516,-14.0709066437,-6.40187766073
500.659971318,-77253953.1475,-117995330.785,-51353310.6509,24.5936579381,-14.0615342071,-6.39479668375
500.667011355,-77165396.4308,-118045935.424,-51376319.1457,24.6045211047,-14.0521523052,-6.38769741209
500.674109287,-77076800.5731,-118096506.271,-51399302.0503,24.6154029383,-14.0427613042,-6.38057983182
500.681264917,-76988165.5073,-118147043.295,-51422259.2985,24.6263033708,-14.0333615682,-6.37344392651
500.688478049,-76899491.1666,-118197546.464,-51445190.8245,24.6372223442,-14.0239534598,-6.36628967641
500.695748493,-76810777.4843,-118248015.75,-51468096.5622,24.6481598101,-14.0145373399,-6.35911705895
500.703076064,-76722024.3938,-118298451.124,-51490976.4453,24.6591157288,-14.0051135682,-6.35192604881
500.710460577,-76633231.8289,-118348852.559,-51513830.4076,24.6700900704,-13.9956825028,-6.34471661726
500.717901856,-76544399.7232,-118399220.029,-51536658.3828,24.6810828145,-13.9862445007,-6.33748873255
500.725399725,-76455528.0106,-118449553.511,-51559460.3043,24.6920939489,-13.976799918,-6.33024236003
500.732954013,-76366616.6247,-118499852.981,-51582236.1055,24.7031234715,-13.9673491097,-6.32297746153
500.740564553,-76277665.4995,-118550118.418,-51604985.7197,24.7141713888,-13.9578924297,-6.3156939956
500.748231181,-76188674.5687,-118600349.8,-51627709.08,24.725237716,-13.9484302315,-6.30839191781
500.755953738,-76099643.7658,-118650547.109,-51650406.1192,24.7363224778,-13.9389628679,-6.30107118001
500.763732066,-76010573.0247,-118700710.327,-51673076.77,24.7474257079,-13.929490691,-6.29373173061
500.771566013,-75921462.2785,-118750839.437,-51695720.9651,24.7585474481,-13.9200140526,-6.28637351489
500.779455429,-75832311.4608,-118800934.423,-51718338.6367,24.7696877499,-13.910533304,-6.27899647421
500.787400167,-75743120.5044,-118850995.272,-51740929.717,24.7808466737,-13.9010487963,-6.27160054635
500.795400084,-75653889.3423,-118901021.971,-51763494.1379,24.7920242882,-13.8915608807,-6.26418566569
500.80345504,-75564617.907,-118951014.507,-51786031.831,24.8032206718,-13.882069908,-6.25675176261
500.811564898,-75475306.1308,-119000972.871,-51808542.7277,24.8144359114,-13.8725762292,-6.24929876368
500.819729524,-75385953.9457,-119050897.053,-51831026.7591,24.8256701029,-13.8630801956,-6.24182659191
500.827948787,-75296561.2832,-119100787.046,-51853483.8561,24.8369233513,-13.8535821584,-6.23433516604
500.836222559,-75207128.0746,-119150642.842,-51875913.9491,24.8481957711,-13.8440824691,-6.22682440083
500.844550715,-75117654.2505,-119200464.438,-51898316.9684,24.859487485,-13.8345814801,-6.21929420728
500.852933133,-75028139.7413,-119250251.828,-51920692.844,24.8707986257,-13.8250795437,-6.21174449191
500.861369694,-74938584.4769,-119300005.01,-51943041.5052,24.8821293351,-13.815577013,-6.20417515698
500.86986028,-74848988.3865,-119349723.982,-51965362.8814,24.8934797639,-13.8060742419,-6.19658610083
500.878404778,-74759351.3988,-119399408.745,-51987656.9014,24.9048500726,-13.7965715847,-6.18897721702
500.887003075,-74669673.4419,-119449059.298,-52009923.4935,24.9162404316,-13.7870693968,-6.18134839467
500.895655064,-74579954.4434,-119498675.645,-52032162.5857,24.9276510201,-13.7775680344,-6.17369951863
500.904360637,-74490194.33,-119548257.789,-52054374.1058,24.9390820275,-13.7680678548,-6.16603046879
500.913119691,-74400393.028,-119597805.736,-52076557.9808,24.9505336533,-13.7585692161,-6.15834112028
500.921932124,-74310550.4627,-119647319.49,-52098714.1373,24.9620061063,-13.7490724779,-6.15063134369
500.930797837,-74220666.5588,-119696799.06,-52120842.5018,24.9734996059,-13.7395780008,-6.14290100436
500.939716732,-74130741.2401,-119746244.455,-52142942.9997,24.9850143818,-13.7300861466,-6.13514996257
500.948688715,-74040774.4294,-119795655.684,-52165015.5565,24.9965506735,-13.7205972789,-6.12737807376
500.957713694,-73950766.0491,-119845032.759,-52187060.0967,25.0081087318,-13.7111117622,-6.11958518767
500.966791577,-73860716.0201,-119894375.693,-52209076.5444,25.0196888179,-13.7016299629,-6.11177114883
500.975922277,-73770624.2628,-119943684.5,-52231064.8234,25.0312912036,-13.6921522491,-6.10393579646
500.985105707,-73680490.6964,-119992959.195,-52253024.8564,25.0429161722,-13.6826789904,-6.09607896384
500.994341783,-73590315.2389,-120042199.794,-52274956.5659,25.0545640183,-13.6732105579,-6.08820047848
501.003630421,-73500097.8076,-120091406.317,-52296859.8736,25.0662350476,-13.6637473251,-6.0803001623
501.012971542,-73409838.3184,-120140578.782,-52318734.7007,25.0779295779,-13.6542896672,-6.07237783086
501.022365066,-73319536.6861,-120189717.21,-52340580.9674,25.0896479388,-13.644837961,-6.06443329355
501.031810916,-73229192.8242,-120238821.623,-52362398.5935,25.1013904719,-13.635392586,-6.0564663537
501.041309017,-73138806.6452,-120287892.044,-52384187.498,25.1131575313,-13.6259539235,-6.04847680786
501.050859294,-73048378.0601,-120336928.5,-52405947.5991,25.1249494842,-13.6165223568,-6.04046444592
501.060461675,-72957906.9786,-120385931.014,-52427678.8144,25.1367667099,-13.607098272,-6.03242905123
501.070116089,-72867393.309,-120434899.617,-52449381.0604,25.1486096015,-13.5976820571,-6.02437039991
501.079822467,-72776836.9582,-120483834.335,-52471054.2531,25.160478566,-13.5882741024,-6.01628826068
501.089580739,-72686237.8316,-120532735.2,-52492698.3074,25.172374023,-13.5788748014,-6.00818239554
501.09939084,-72595595.8329,-120581602.245,-52514313.1375,25.1842964074,-13.5694845494,-6.00005255839
501.109252704,-72504910.8646,-120630435.501,-52535898.6567,25.1962461683,-13.5601037444,-5.9918984954
501.119166265,-72414182.8271,-120679235.003,-52557454.7773,25.2082237692,-13.5507327877,-5.98371994512
501.129131461,-72323411.6195,-120728000.789,-52578981.4106,25.2202296893,-13.5413720826,-5.97551663756
501.139148229,-72232597.1388,-120776732.895,-52600478.4671,25.2322644234,-13.5320220355,-5.96728829434
501.149216507,-72141739.2804,-120825431.361,-52621945.856,25.2443284818,-13.5226830559,-5.95903462871
501.159336235,-72050837.9379,-120874096.227,-52643383.4857,25.2564223916,-13.5133555559,-5.95075534473
501.169507352,-71959893.0027,-120922727.535,-52664791.2633,25.2685466968,-13.5040399504,-5.94245013734
501.179729799,-71868904.3645,-120971325.329,-52686169.0952,25.2807019582,-13.4947366581,-5.93411869229
501.190003517,-71777871.9108,-121019889.654,-52707516.8861,25.2928887547,-13.4854461,-5.92576068542
501.200328449,-71686795.5269,-121068420.557,-52728834.5398,25.3051076835,-13.4761687005,-5.91737578257
501.210704536,-71595675.0962,-121116918.085,-52750121.959,25.3173593601,-13.4669048874,-5.90896363961
501.221131722,-71504510.4995,-121165382.289,-52771379.0449,25.3296444197,-13.4576550915,-5.90052390153
501.231609948,-71413301.6155,-121213813.219,-52792605.6975,25.3419635173,-13.4484197467,-5.89205620243
501.242139157,-71322048.3205,-121262210.929,-52813801.8156,25.3543173278,-13.4391992908,-5.88356016546
501.252719293,-71230750.4883,-121310575.473,-52834967.2963,25.3667065474,-13.4299941646,-5.87503540199
501.263350299,-71139407.99,-121358906.906,-52856102.0355,25.3791318944,-13.4208048117,-5.86648151119
