This file was produced by the Exoplanet Follow-up Observing Program website (exofop.ipac.caltech.edu) on Fri Apr 03 07:45:18 2020																																																				
																																																				
TIC ID	TOI	Previous CTOI	Master priority	SG1A priority	SG1B priority	SG2 priority	SG3 priority	SG4 priority	SG5 priority	ACWG priority	TESS Disposition	TFOPWG Disposition	TESS mag	TESS mag error	PCs	Source	RA (degrees)	Dec (degrees)	PM RA (mas/yr)	PM RA error	PM Dec (mas/yr)	PM Dec error	Epoch (BJD)	Epoch error	Period (days)	Period error	Duration (hours)	Duration error	Depth (mmag)	Depth (mmag) error	Depth (ppm)	Depth (ppm) error	Planet Radius (R_Earth)	Planet Radius error	Planet Insolation (Earth flux)	Planet Eq Temp (K)	Planet SNR	Stellar Distance (pc)	Stellar Distance error	Stellar Teff (K)	Stellar Teff error	Stellar log(g) (cm/s2)	Stellar log(g) error	Stellar Radius (R_Sun)	Stellar Radius error	Stellar Metallicity	Stellar Metallicity error	Sectors	Comments	Date TOI Alerted (by TESS Project)	Date TOI Updated (by TESS Project)	Date Modified (by ExoFOP-TESS)
78055054	434.01		5	5	5	5	5	5	5	5	KP	KP	12.8461	0.007	1	spoc	80.538242	-30.970818	8.704	0.025	4.327	0.025	2458439.249878	0.000485	4.388721	0.000078	3.046566	0.041882	28.697548	0.262103	26085.166016	241.376511	14.683163	14.684263	209.933243	970.822998	94.447517	362.273	2.2455	5175	182	4.46488	2.00365	0.90834	0.90834			"5,6"		2019-01-31	2019-12-17	2020-01-16
44647437	435.01		1	4	1	1	2	4	4	4	PC		12.9383	0.006	1	spoc	59.410574	-25.189938	15.304	0.027	9.061	0.031	2458411.843872	0.002944	3.353062	0.000301	1.957545	0.412873	4.071565	0.305727	3743.0271	281.545074	6.05263	2.895824	116.604416	838.105103	12.083445	165.285	0.549	3978	165	4.438		1				"4,5"		2019-01-31	2019-12-17	2020-01-16
44745077	436.01		5	5	5	5	5	5	5	5	PC	FP	13.0734	0.007	1	qlp	61.639511	-25.094117	-88.788	0.05	-87.994	0.067	2458411.702759	0.00319	1.8756	0.00017	0.989	0.279	6.169603	0.04227	5666.299805	38.930901			40.391296	642.971436	16	77.5383	0.23055	3549.699951	274	4.87	0.41					"4,5"	v-shaped due to short transit duration	2019-01-31	2019-12-17	2020-01-16
32499655	437.01		5	5	5	5	5	5	5	5	KP	KP	13.5452	0.008	1	spoc	84.326756	-27.972576	-2.16	0.026	0.255	0.029	2458440.25769	0.001084	2.744062	0.000093	1.172154	0.14571	16.393317	0.684411	14985.387695	630.167603	12.127396	1.837346	339.363037	1094.676758	23.322733	446.035	3.2185	4860	171	4.438		1				"5,6"		2019-01-31	2019-12-17	2020-01-16
468880077	438.01		1	4	1	5	4	2	4	5	PC		9.4464	0.006	1	qlp	56.504694	9.990299	101.802	0.088	-18.128	0.059	2458441.056152	0.00628	5.8076	0.00281	1.802	0.405	0.974682	0.003101	897.312012	2.85588	2.67609	0.178971	65.339897	792	10	72.4646	0.2504	5175	93			0.81	0.03	0.149	0.02	5	need SG1 to check star 468880075	2019-01-31	2019-12-17	2020-01-16
13021029	439.01		5	5	5	5	5	5	5	5	KP	KP	11.7231	0.007	1	qlp	75.299664	-26.054144	0.495	0.029	3.169	0.043	2458439.123657	0.00094	3.85605	0.00024	3.918	0.176	9.042834	0.001427	8294.169922	1.31453	13.2686	0.467783	1114.640015	1609	85	488.66	5.497	6407	105.800003	4.26		1.32	0.04	-0.123681	0.0694451	5	WASP-61b	2019-01-31	2019-12-17	2020-01-16
143350972	440.01		5	5	5	5	5	5	5	5	PC	FP	7.6818	0.006	1	qlp	82.245986	-17.429564	-84.343	0.067	-75.221	0.074	2458439.135132	0.00219	1.0817	0.00014	1.588	0.222	0.370878	0.000538	341.53299	0.495141	2.07554	0.083749	2462.700928	1796.687988	26	49.3375	0.09575	5759.200195	38.200001	4.45	0.01	1.02	0.01	0.0595743	0.00469596	5	two stars in the same pixel;	2019-01-31	2019-12-17	2020-03-04
316916655	441.01		5	5	5	5	5	5	5	5	PC	FP	9.19901	0.006	1	qlp	74.472782	-13.703709	-10.626	0.042	-2.252	0.047	2458440.194458	0.00099	2.87436	0.00021	1.901	0.412	2.707301	0.006914	2490.409912	6.36835	7.91346	0.685174	2011.819946	1865	65	183.952	0.919	6805	242.199997	4.26	0.34	1.44	0.1			5	SG1 check if the target is 316916663; possible odd-even	2019-01-31	2019-12-17	2020-01-16
70899085	442.01		1	4	4	5	4	1	4	1	PC		10.7329	0.007	1	qlp	64.190221	-12.084864	49.766	0.044	-197.253	0.034	2458438.385498	0.00064	4.05203	0.00016	1.299	0.053	5.266707	0.002672	4839.069824	2.46116	3.8945	0.164832	18.5809	578	55	52.616	0.11525	4100.600098	72.5	4.72	0.34	0.51	0.02			5		2019-01-31	2019-12-17	2020-01-16
117979897	443.01		5	5	5	5	5	5	5	5	KP	KP	12.0682	0.006	1	qlp	71.824435	-17.115174	7.532	0.034	-1.95	0.044	2458439.872437	0.00106	3.3106	0.00025	3.589	0.135	8.550234	0.002276	7844.129883	2.09593	13.2692	0.548937	905.473022	1528	71	516.543	8.5035	5928	114.400002	4.26		1.36	0.05			5	WASP-141b	2019-01-31	2019-12-17	2020-01-16
179034327	444.01		1	4	1	1	4	4	4	2	PC		9.0567	0.006	1	spoc	64.183998	-26.766407	-25.83	0.035	-116.428	0.045	2458417.604126	0.001868	17.96347	0.001435	3.895213	0.193377	1.397295	0.100663	1286.12854	92.70977	3.053783	0.725682	27.357399	583.295288	12.197445	57.3973	0.0827	5229	183	4.55429	0.424663	0.826425	0.168012			"4,5"		2019-01-31	2019-12-17	2020-01-16
14091704	445.01		3	4	3	5	5	5	5	1	PC	FP	9.1577	0.006	1	qlp	77.323576	-36.591034	21.66	0.059	-15.71	0.077	2458438.417236	0.0006	0.76502	0.00003	1.028	0.163	2.06634	0.003956	1901.359985	3.64386	7.67076	0.453215	16372.5	3151	74	176.617	1.117	6307.899902	124.199997	3.97	0.11	1.6	0.06	-0.38	0.1	5	V-shaped;	2019-01-31	2019-12-17	2020-03-04
1449640	446.01		5	5	5	5	5	5	5	5	PC	FP	11.921	0.006	1	qlp	75.17158	-35.202674	-6.448	0.034	-14.791	0.04	2458440.433594	0.00115	3.50175	0.0003	3.804	0.1	15.443493	0.002658	14123.299805	2.44777	22.169201	0.476849	1131.390015	1615	71	674.155	10.14	6383.899902	54.599998	4.03	0.18	1.7	0.03			5	likely EB; hint of secondary.	2019-01-31	2019-12-17	2020-01-16
14091633	447.01		5	5	5	5	5	5	5	5	PC	FP	8.8695	0.006	1	qlp	77.260156	-36.464478	-7.173	0.046	18.997	0.063	2458440.935669	0.00029	5.52889	0.00015	2.351	0.061	22.678241	0.015918	20670.800781	14.661	20.404499	0.815507	554.586792	1237.690674	176	126.177	0.447	6350	95.400002	4.34	0.3	1.29	0.04			5	big;	2019-01-31	2019-12-17	2020-01-16
1528696	448.01		3	5	5	3	1	4	4	5	PC		13.1686	0.006	1	qlp	75.795382	-30.399461	-9.339	0.025	-21.995	0.026	2458438.40564	0.00109	0.88202	0.00007	0.58	0.093	42.184783	2.549966	38108.5	2345.850098	14.0903	3.54534	421.196014	1262	33	308.262	1.4125	4975	104.099998	4.54	0.26	0.66	0.03			5	depth is 8 ppt	2019-01-31	2019-12-17	2020-01-16
139528693	449.01		5	5	5	5	5	5	5	5	KP	KP	11.8282	0.007	1	qlp	63.756266	-22.11639	-0.463	0.042	6.424	0.044	2458440.376709	0.00075	2.17542	0.00014	4.64	0.066	7.477368	0.000723	6863.25	0.665662	18.3116	0.451173	4446.859863	2275	93	754.258	16.7375	6316.5	72.900002	4.1		2.01	0.05	-0.07	0.05	5	WASP-78b	2019-01-31	2019-12-17	2020-01-16
77951245	450.01		5	5	5	5	5	5	5	5	PC	FP	12.4258	0.008	1	spoc	79.005088	-31.412694	34.246	0.08	-0.735	0.089	2458443.168579	0.000333	10.714754	0.000131	2.054004	0.032468	63.61715	0.887528	56910	817.109924	34.688362	14.093402	8.606195	436.840149	110.893036	53.5063	0.13255	3054		4.438		1				"5,6"	Star likely to be small based on parallax and temperature which could indicate a smaller planet radius	2019-01-31	2019-12-17	2020-01-16
257605131	451.01		1	4	1	1	2	4	4	4	PC		10.2666	0.006	1	qlp	62.966385	-37.93973	-11.167	0.039	12.375	0.054	2458416.624512	0.00447	8.18554	0.00177	4.436	1.068	2.014192	0.008662	1853.420044	7.97841	3.95155	0.689999	39.650887	640.004395	15	123.739	0.385	5530.200195	520.299988	4.53	0.28	0.83	0.14			"4,5"	may also be 2x period	2019-01-31	2019-12-17	2020-01-16
139733308	452.01		5	5	5	5	5	5	5	5	KP	KP	11.9012	0.006	1	qlp	67.222847	-21.482057	-0.026	0.036	-22.048	0.04	2458441.132568	0.00141	4.76407	0.00049	3.079	0.282	12.488023	0.007013	11436	6.45925	10.359	0.569981	227.701004	1082	70	246.384	1.7305	5220.100098	129	4.53		0.88	0.04			5	HATS-5b	2019-01-31	2019-12-17	2020-01-16
452808876	453.01		5	5	5	5	5	5	5	5	KP	KP	9.538961	0.006	1	qlp	72.660592	1.893836	-16.151	0.064	-18.866	0.044	2458438.96582	0.0004	2.70582	0.00008	4.968	0.031	6.97136	0.000117	6400.290039	0.107904	19.743601	1.02609	2836.679932	2033	205	275.664	3.0885	6087.100098	160	3.97		2.24	0.12	0.152	0.014	5	WASP-82b	2019-01-31	2019-12-17	2020-01-16
153077621	454.01		1	4	1	1	2	4	4	4	PC		9.441	0.037	1	spoc	49.661359	-42.642083	-47.842	0.049	6.157	0.055	2458396.138306	0.002652	18.082556	0.001591	2.280524	0.095775	9.410908	0.571191	8630.30957	525.947876	3.344451	0.894839	1.205262	267.233032	28.491219	78.96063	2.51953	3321	117	4.95373	0.559906	0.296	0.07			"3,4"		2019-01-31	2019-12-17	2020-01-16
98796344	455.01		1	4	1	4	4	4	4	1	PC	CP	8.84294	0.008	1	spoc	45.462478	-16.594496	-369.196	0.14	-268.51	0.147	2458412.70874	0.00091	5.358807	0.000351	1.364837	0.188153	2.715649	0.182642	2498.079346	168.205338	1.368307	0.364177	7.379879	420.370331	13.6348	6.86929	0.003805	3562	83	4.97389	0.060229	0.271	0.008			4	two stars on the same pixel; could also be 98796342	2019-01-31	2019-12-17	2020-01-16
77228304	456.01		5	5	5	5	5	5	5	5	PC	FP	15.7298	0.016	1	spoc	69.116563	-41.246194	63.868	0.228	10.099	0.249	2458410.950684	0.001209	0.336826	0.000017	0.883311	0.114655	19.999155	2.391011	18251.292969	2199.779541	15.240658	1.416672	11129.646484	2619.630859	10.402103	39.4781	0.1915	5780		4.438		1				"4,5"		2019-01-31	2019-12-17	2020-01-16
89256802	457.01		2	4	4	2	2	4	4	5	PC		13.741	0.011	1	spoc	58.725356	-26.423411	95.26	2	61.41	2	2458411.560913	0.001288	1.176044	0.000103	0.982435	0.097701	16.535667	1.730217	15114.523438	1592.319214	2.805385	1.522052	19.413774	535.361633	13.896864			3054	97	5.08962	0.539242	0.183	0.041			4	hint of odd-even	2019-01-31	2019-12-17	2020-03-04
64071894	458.01		1	4	1	4	4	4	4	4	PC		9.6438	0.006	1	spoc	39.136304	-22.244996	111.699	0.066	27.448	0.084	2458414.163696	0.002296	17.529884	0.003168	2.174637	0.349883	1.382519	0.136213	1272.536987	125.449203	3.127249	1.136508	27.780754	585.538879	10.18843	76.6986	0.21015	5164	182	4.5371	0.278842	0.834429	0.104884			4	two stars in same pixel	2019-01-31	2019-12-17	2020-01-16
38603673	459.01		5	5	5	5	5	5	5	5	PC	FP	9.5473	0.006	1	spoc	64.415043	-61.39201	10.212	0.038	21.583	0.042	2458413.050049	0.001967	4.428047	0.000654	0.917873	0.426928	0.743973	0.091168	684.989685	83.965691	5.631544	5.533537	708.992981	1437	7.379836	286.94	1.764	6559.169922	40.134899	3.95184	0.110061	2.04788	0.339969	-0.276187	0.0457659	4		2019-01-31	2019-12-17	2020-01-16
9804616	460.01		3	4	4	3	4	4	4	5	PC		14.1118	0.009	1	spoc	47.64349	-9.276812	83.543	0.211	-7.547	0.235	2458411.065918	0.000479	0.516835	0.000016	0.936413	0.044024	36.64796	1.465748	33190.707031	1349.093262	6.597837	3.470252	118.667641	841.788208	25.980261	210.988	7.761	3274	101	4.9794	0.522163	0.273	0.06			4	faint target star	2019-01-31	2019-12-17	2020-03-04
4646810	461.01		1	4	1	4	4	1	4	4	PC		8.8723	0.006	1	spoc	38.271253	-10.352178	-173.029	0.077	-92.131	0.069	2458416.345947	0.00194	14.490034	0.002807	1.59402	0.35676	0.982821	0.104306	904.801758	96.064682	2.56584	1.066955	29.483107	594.310059	9.984915	45.5621	0.08815	4884	96	4.49	0.18	0.781407	0.083917	-0.01	0.06	4	may be two single transits	2019-01-31	2019-12-17	2020-01-16
420049884	462.01		1	4	1	4	4	4	4	5	PC		10.6573	0.006	1	spoc	36.276465	1.32355	26.47	2	-29.74	2	2458414.821045	0.004905	4.106842	0.001393	3.142685	0.698093	0.993893	0.112587	914.990784	103.691292	2.807559	3.564245	238.542404	1002.330933	9.138309	205.366		5205	183	4.45924	2.00371	0.918571	0.918571	0.199	0.018	4		2019-01-31	2019-12-17	2020-01-16
176831592	463.01		3	4	3	3	2	4	4	5	PC		9.1013	0.006	1	spoc	48.957233	-32.802396	59.356	0.033	10.852	0.038	2458411.535034	0.001297	1.266876	0.000097	1.976753	0.082404	3.816061	0.13557	3508.552979	124.856972	15.186363	10.251426	6207.837891	2263.887451	26.012814	187.812	0.942	6497.799805	83	4.17	0.16	1.57512	0.179832	0.1	0.12	4	some odd-even	2019-01-31	2019-12-17	2020-01-16
398733009	464.01		3	4	4	3	2	4	4	1	PC		15.61	0	1	spoc	32.169791	-9.046045	11.782	0.104	-9.057	0.091	2458411.56189	0.00143	0.818498	0.000082	0.944231	0.133635	60.735517	4.756059	54403.636719	4370.912109	4.470249	0.227883	150983.734375	5027.502441	10.879834	2220.36	309.14	31000		5.59998		0.18				4	bright stars nearby	2019-01-31	2019-12-17	2020-03-04
270380593	465.01		5	5	5	5	5	5	5	5	KP	KP	10.7307	0.006	1	spoc	32.782085	2.418194	74.19	0.089	40.056	0.08	2458414.135864	0.000701	3.836317	0.000229	2.389717	0.084547	6.07348	0.131186	5578.265625	120.81916	5.63586	0.362515	146.636002	887.523621	34.84919	122.066	0.6445	4910		4.60108		0.76				4	WASP-156	2019-01-31	2019-12-17	2020-01-16
4616072	466.01		5	5	5	5	5	5	5	5	KP	KP	12.8893	0.011	1	spoc	101.994246	-21.910711	-3.181	0.017	3.683	0.03	2458469.061646	0.002086	4.18599	0.000656	2.846073	0.152545	14.143288	0.603182	12941.972656	555.396667	19.057358	18.143288	1330.956787	1540.496582	20.633278	772.11	11.145	6675	195	4.20094		1.5613	1.48549			6	HATS-45	2019-02-22	2019-12-17	2020-01-16
20178111	467.01		5	5	5	5	5	5	5	5	PC	FP	10.2767	0.006	1	spoc	89.897418	-40.395746	-14.62	0.037	5.776	0.043	2458468.622192	0.001911	1.734422	0.000265	2.183707	0.104703	1.970577	0.15428	1813.322632	142.087357	5.13675	0.694865	1231.40686	1510.845825	16.904505	151.504	0.5135	5890	191	4.48757	0.273706	0.976838	0.120244			6	could be on 20178112	2019-02-22	2019-12-17	2020-01-16
33521996	468.01		5	5	5	5	5	5	5	5	KP	KP	13.3383	0.007	1	spoc	88.146808	-19.031627	-2.533	0.042	7.349	0.061	2458469.311646	0.000545	3.325285	0.000149	1.99828	0.045672	39.968186	0.571342	36142.734375	526.087402	10.983007	0.176058	42.768913	652.231567	68.375946	169.318	1.058	3724		4.68255		0.57				6	HATS-6; GAIA Rstar=0.7Rsun	2019-02-22	2019-12-17	2020-01-16
33692729	469.01		1	4	1	1	4	4	4	2	PC		8.7615	0.006	1	spoc	93.057845	-14.649317	-79.262	0.077	162.701	0.077	2458474.567383	0.001922	13.632935	0.00264	4.422229	0.176513	1.312053	0.061321	1207.715332	56.476704	3.685246	0.458452	89.07151	783.527893	19.369371	68.192	0.17675	6114	194	4.5101	0.263951	0.988478	0.110174			6		2019-02-22	2019-12-17	2020-01-16
37770169	470.01		1	4	1	4	4	4	4	5	PC		10.6995	0.006	1	spoc	94.009904	-25.031411	52.515	0.028	-67.02	0.039	2458474.492065	0.002071	12.194398	0.002908	3.137287	0.334608	2.836773	0.157259	2609.354492	144.830185	4.255776	1.148177	51.624344	683.649292	18.219587	130.46	0.3995	5418	185	4.57259	0.29621	0.83213	0.112169			6	bright star to N	2019-02-22	2019-12-17	2020-01-16
47911178	471.01		5	5	5	5	5	5	5	5	KP	KP	9.79059	0.006	1	spoc	98.351102	-23.486086	-2.569	0.027	24.992	0.043	2458470.303955	0.000269	3.585617	0.000084	2.720185	0.02	13.460501	0.081849	12321.045898	75.382759	15.523709	0.073182	977.475708	1426.087769	179.145035	201.224	1.1455	6400		4.34435		1.29				6	WASP-101	2019-02-22	2019-12-17	2020-01-16
52280468	472.01		5	5	5	5	5	5	5	5	PC	FP	12.3123	0.007	1	spoc	99.86703	-33.540223	45.069	3.739	18.418	3.739	2458468.72522	0.000065	0.56826	0.000003	1.093578	0.005602	93.645296	0.43772	82635.601562	403.073547	41.564594	7.770934	584.535461	1254.072021	337.59433			3294		4.438		1				6	no GAIA radius with Teff 3869K; large planet around an M star if real	2019-02-22	2019-12-17	2020-02-04
52640302	473.01		5	5	5	5	5	5	5	5	KP	KP	12.0506	0.007	1	spoc	101.114922	-32.858388	-19.389	0.034	-1.123	0.04	2458469.590332	0.000669	1.573285	0.000088	2.440019	0.050125	18.776449	0.308935	17145.070312	284.499481	14.27412	0.253362	1219.422729	1507.156372	38.977436	369.926	3.0025	5400		4.38782		1.06				6	WASP-64	2019-02-22	2019-12-17	2020-01-16
59843967	474.01		5	5	5	5	5	5	5	5	KP	KP	12.7632	0.007	1	spoc	94.112091	-22.546882	0.266	0.015	2.484	0.026	2458468.52063	0.000797	2.516825	0.000167	2.534952	0.066669	18.975039	0.333381	17324.826172	307.008362	12.260274	0.315132	502.800812	1207.726929	34.093102	416.459	2.7085	5403		4.50146		0.93				6	HATS-4	2019-02-22	2019-12-17	2020-01-16
100608026	475.01		1	4	1	4	2	2	4	5	PC		10.8835	0.006	1	spoc	86.748329	-32.532543	61.463	0.034	127.149	0.036	2458442.492065	0.003881	8.259618	0.001151	2.557065	0.301334	1.645311	0.14403	1514.240234	132.647903	2.962175	0.433395	23.617933	562.250977	12.239309	58.7502	0.0718	4105	171	4.60015	0.224825	0.665406	0.063972			"5,6"		2019-02-22	2019-12-17	2020-01-16
156987351	476.01		3	4	3	3	4	4	4	5	PC		8.8742	0.006	1	spoc	99.581416	-47.613867	-0.399	0.06	-1.49	0.062	2458469.873657	0.001779	3.062959	0.000493	3.926219	0.061298	7.14624	0.362453	6560.316895	333.775818	16.945509	2.542714	4691.36377	2110.787598	9.201258	244.897	1.922	7691	215	4.11671	0.365191	1.94596	0.287747			6	check timing of possible pulsations; giant planet or EB; GAIA Rstar=2.3Rsun	2019-02-22	2019-12-17	2020-01-16
170102285	477.01		5	5	5	5	5	5	5	5	KP	KP	11.7583	0.006	1	spoc	101.127503	-42.76223	-9.014	0.042	-87.771	0.048	2458470.661133	0.000354	2.944405	0.000099	2.45336	0.028374	23.491979	0.198871	21404.513672	183.15036	11.440339	0.11837	272.381439	1036.129761	123.089493	207.49	1.0265	5150		4.55754		0.77		0.05	0.06	6	WASP-23	2019-02-22	2019-12-17	2020-01-16
172464366	478.01		5	5	5	5	5	5	5	5	PC	FP	11.0913	0.006	1	spoc	100.158863	-27.571261	12.581	0.05	33.688	0.073	2458470.046387	0.000448	2.921685	0.000125	3.17791	0.030233	19.237611	0.246999	17562.445312	227.469025	19.091127	3.182325	1458.399658	1576.11853	79.508011	344.517	4.1875	6332	196	4.26074	0.377655	1.37266	0.22851			6	centroid shift because of nearby bright star; some phase variation (non-synchronized) and possible secondary; DR2 RVs show 6.4 km/s scatter.	2019-02-22	2019-12-17	2020-01-16
306362738	479.01		5	5	5	5	5	5	5	5	KP	KP	10.8164	0.006	1	spoc	91.089719	-16.96539	54.769	0.05	-19.061	0.056	2458470.819702	0.000351	2.781764	0.000096	2.140641	0.02533	14.423715	0.134236	13196.879883	123.628304	12.284557	0.101323	587.562195	1255.692261	115.488434	194.553	1.196	5600		4.4291		0.98				6	WASP-49	2019-02-22	2019-12-17	2020-01-16
317548889	480.01		1	4	1	4	4	3	4	1	PC		6.7799	0.006	1	spoc	88.378462	-16.265397	-43.419	0.077	-90.042	0.084	2458469.565796	0.002004	6.866196	0.001569	3.556117	0.461265	0.374896	0.028156	345.232056	25.932364	3.083112	1.799577	368.832611	1117.704712	12.347524	54.5306	0.12465	6212.629883	49.005699	4.438		1.62576	0.147934			6	centroid shift may be smaller than reported	2019-02-22	2019-12-17	2020-01-16
339672028	481.01		1	4	1	3	2	4	4	5	PC		9.3935	0.006	1	spoc	110.512686	-57.384998	25.676	0.061	-25.387	0.077	2458470.317139	0.000823	10.331108	0.000038	5.68858	0.078783	4.909277	0.07359	4511.404297	67.776619	11.796321	1.596338	333.962128	1090.295044	152.45755	179.366	1.0125	5760	189	3.97699	0.288134	1.72714	0.226253			"6,7,9,10,13"	possible hot Jupiter	2019-02-22	2019-12-17	2020-01-16
365639282	482.01		5	5	5	5	5	5	5	5	PC	FP	13.084	0.007	1	spoc	81.399006	8.440499	90.8	2	-86.37	2	2458472.412842	0.004222	10.8717	0.00594	2.943958	0.429073	15.972321	1.904575	14603.37207	1752.640625	9.098964	23.361732	4.58694	373.25061	11.663487	173.8201		3692	65	4.78092	0.353337	0.488	0.074			6	likely EB on 365639292; wrong period because triggering on spurious event at TJD 1469 instead of transit at TJD 1473. Transit is deeper than reported depth.	2019-02-22	2019-12-17	2020-01-16
393414358	483.01		5	5	5	5	5	5	5	5	KP	KP	10.439	0.006	1	spoc	94.336356	-38.323383	-17.558	0.039	-27.297	0.043	2458469.697388	0.000664	4.378015	0.000271	5.415178	0.058142	7.758446	0.068568	7120.322754	63.151173	15.908963	0.229485	921.885254	1405.364502	107.983902	290.684	2.021	5570		4.01069		1.88		0.28	0.05	6	WASP-63	2019-02-22	2019-12-17	2020-01-16
427348923	484.01		3	4	3	5	4	5	5	5	PC		11.6888	0.006	1	spoc	83.531883	-0.207762	-25.016	0.076	20.026	0.061	2458468.427002	0.004125	4.730624	0.001619	4.319769	0.485811	2.321836	0.174781	2136.20459	160.966431	3.153407	1.244616	72.209457	743.478271	9.913417	149.953	0.952	4425	90	4.57	0.13	0.693875	0.110429	0.034	0.051	6	could be on 427348561 which is 3x as large (2 Rsun) and 33% fainter; depth in 561 is 14.4 ppt so Rp=26 Re assuming Gaia lower percentile R* = 1.99.	2019-02-22	2019-12-17	2020-01-16
427352241	485.01		5	5	5	5	5	5	5	5	PC	FP	9.9955	0.031	1	spoc	83.622986	-4.415044	-13.311	0.082	-30.295	0.071	2458468.825439	0.002161	1.264563	0.00023	2.263794	0.16145	1.768951	0.116031	1627.937744	106.862656	8.411166	12.036409	1027.02002	1577	15.106661	282.205	3.579	6084	193	4.28965	2.00468	1.26709	1.26709			6	2 stars in same pixel; dmag 0.4	2019-02-22	2019-12-17	2020-01-16
260708537	486.01		1	4	1	2	2	4	4	1	PC		9.36854	0.007	1	spoc	98.454881	-58.525032	-404.351	0.069	795.85	0.068	2458326.985107	0.003758	1.744738	0.000016	1.336674	0.279264	0.171777	0.098514	158.200333	90.730186	0.627402	0.97908	47.05999	668.009583	12.587951	15.2142	0.00715	3445	87	4.85243	0.061474	0.427	0.013			"1,2,3,4,5,6,8,9,10,11,12,13"	follow-up in progress	2018-12-04	2019-12-17	2020-02-14
31852980	487.01		1	4	1	1	2	4	4	5	PC		9.821	0.02	1	spoc	52.540522	-70.399591	61.33	2	32.49	2	2458330.911255	0.005604	24.332541	0.001873	5.756567	0.43611	0.602769	0.05744	555.016296	52.902546	2.727569	2.738268	30.708181	600.389771	8.890672	125.984		5450	185	4.40968	2.00408	1.0083	1.0083			"1,2,3,6"	periods are mismatched with existing .01 and .02	2018-10-22	2019-12-17	2020-01-16
31852980	487.02		1	4	1	1	2	4	4	5	PC		9.821	0.02	2	spoc	52.540522	-70.399591	61.33	2	32.49	2	2458327.136353	0.002867	7.413857	0.000288	3.788912	0.406463	0.495143	0.042763	455.939819	39.38549	2.206745	2.41455	165.141998	998	10.221195	125.984		5450	185	4.40968	2.00408	1.0083	1.0083			"1,2,3,6"	periods are mismatched with existing .01 and .02	2018-10-22	2019-12-17	2020-01-16
452866790	488.01		1	4	1	1	4	4	4	5	PC		11.1972	0.007	1	spoc	120.593607	3.337163	-403.168	0.086	-381.015	0.048	2458492.202148	0.002097	1.198126	0.000192	1.059702	0.517039	1.141697	0.135914	1050.98938	125.173759	1.161745	1.297553	53.723129	690.494263	9.900291	27.3644	0.0376	3332	63	4.91528	0.142281	0.347	0.021			7		2019-03-08	2019-12-17	2020-01-16
455096220	489.01		5	5	5	5	5	5	5	5	KP	KP	11.8997	0.006	1	spoc	123.250703	4.787029	-9.57	0.081	-7.348	0.052	2458492.341309	0.000899	3.646774	0.000246	3.909439	0.078559	10.657764	0.182428	9768.142578	168.008224	14.522787	0.291142	1032.209717	1445.645264	43.459698	506.965	12.872	6096		4.21513		1.44		0.12	0.03	7	HAT-P-35	2019-03-08	2019-12-17	2020-01-16
455135327	490.01		5	5	5	5	5	5	5	5	KP	KP	9.93908	0.006	1	spoc	123.949843	5.836867	-17.516	0.081	23.782	0.058	2458491.915771	0.000266	2.810577	0.000057	2.206894	0.016816	11.744451	0.090605	10758.745117	83.446449	14.383886	0.081052	1199.137085	1500.848877	157.992676	213.985	2.195	6304		4.35913		1.22		0.12	0.03	7	HAT-P-30	2019-03-08	2019-12-17	2020-01-16
468987719	491.01		5	5	5	5	5	5	5	5	KP	KP	12.7656	0.007	1	spoc	128.925689	10.206587	-9.051	0.046	-13.686	0.032	2458493.547119	0.001036	3.333395	0.000286	3.154608	0.092968	16.710665	0.374735	15273.253906	345.08374	13.689915	0.39006	557.819031	1239.490112	33.698181	528.825	7.483	5645		4.37683		1.1		0.171049	0.0320279	7	HAT-P-43	2019-03-08	2019-12-17	2020-01-16
17746821	492.01		5	5	5	5	5	5	5	5	KP	KP	11.3155	0.006	1	spoc	118.063438	12.139347	6.736	0.094	-12.125	0.049	2458493.168579	0.001231	3.122001	0.000285	3.813578	0.079483	7.358411	0.144054	6754.432617	132.669937	15.118677	0.233066	1961.78833	1697.394531	38.926884	515.458	16.1965	6280		4.08133		1.7		-0.134	0.01	7	HAT-P-50b	2019-03-08	2019-12-17	2020-01-16
19025965	493.01		1	4	1	4	4	4	4	3	PC		11.4479	0.006	1	spoc	119.627721	12.88326	-49.092	0.071	-45.465	0.044	2458493.318481	0.002594	5.947773	0.001378	2.11695	0.443768	3.258311	0.295584	2996.516846	272.206268	3.839712	2.370027	52.631889	686.960876	10.420923	107.355	0.467	4383	174	4.56546	0.238209	0.715231	0.073857	0.132533	0.0300129	7	SG1 to check 19025962	2019-03-08	2019-12-17	2020-01-16
19519368	494.01		1	4	1	4	4	2	4	5	PC		10.0854	0.006	1	spoc	124.695407	-6.785921	-109.727	0.067	-16.829	0.052	2458493.296387	0.003535	1.701876	0.000465	1.837945	0.449351	0.485485	0.056059	447.047852	51.630692	2.329152	3.778988	529.648132	1223.535645	8.022874	89.9559	0.375	4985	114	4.67	0.16	1.0987	0.221968	0.124	0.07	7	Gaia DR2 R = 0.8 R_Sun; check 195193366; dmag=5.3	2019-03-08	2019-12-17	2020-01-16
